onset	duration	lh_orientation	rh_orientation
0.1388	3.000	45	90
8.2525	3.000	none	90
16.1832	3.000	0	0
24.1811	3.000	135	135
32.2775	3.000	none	135
40.2087	3.000	135	0
48.1229	3.000	45	45
56.2362	3.000	none	45
64.1678	3.000	45	135
72.1813	3.000	135	135
80.2444	3.000	none	135
88.1921	3.000	135	135
96.1400	3.000	45	90
104.2531	3.000	none	90
112.1841	3.000	0	135
120.1152	3.000	90	45
128.1451	3.000	90	0
136.2755	3.000	none	0
144.1732	3.000	90	0
152.1711	3.000	135	90
160.2342	3.000	none	90
168.1156	3.000	90	45
176.1797	3.000	0	90
184.2259	3.000	none	90
192.2076	3.000	0	0
200.1214	3.000	90	45
208.2184	3.000	90	none
216.1155	3.000	45	90
224.1634	3.000	0	45
232.2778	3.000	0	none
