onset	duration	lh_orientation	rh_orientation
0.1441	3.000	45	45
8.2406	3.000	none	45
16.1713	3.000	90	0
24.1694	3.000	90	0
32.2496	3.000	90	none
40.1802	3.000	90	0
48.1609	3.000	0	90
56.1917	3.000	0	135
64.2721	3.000	none	135
72.2024	3.000	0	135
80.1670	3.000	135	90
88.2475	3.000	none	90
96.1780	3.000	45	135
104.2087	3.000	135	135
112.2722	3.000	none	135
120.2200	3.000	135	0
128.1674	3.000	0	45
136.2645	3.000	0	none
144.1785	3.000	45	135
152.2260	3.000	135	0
160.2740	3.000	135	none
168.1541	3.000	45	45
176.1342	3.000	90	90
184.2161	3.000	90	none
192.1289	3.000	90	90
200.1270	3.000	45	90
208.2403	3.000	45	none
216.1742	3.000	0	45
224.1523	3.000	135	45
232.2155	3.000	none	45
