onset	duration	lh_orientation	rh_orientation
0.1746	3.000	135	0
8.2554	3.000	none	0
16.1531	3.000	90	135
24.1168	3.000	45	45
32.2135	3.000	none	45
40.1612	3.000	135	45
48.1596	3.000	45	135
56.2733	3.000	none	135
64.1202	3.000	45	90
72.1670	3.000	0	90
80.2306	3.000	none	90
88.1622	3.000	90	135
96.1595	3.000	90	0
104.2558	3.000	none	0
112.1707	3.000	135	90
120.1515	3.000	90	135
128.2646	3.000	none	135
136.1453	3.000	45	0
144.1601	3.000	0	45
152.2403	3.000	0	none
160.1707	3.000	135	0
168.1519	3.000	0	90
176.2315	3.000	none	90
184.1628	3.000	135	45
192.1939	3.000	0	135
200.2734	3.000	none	135
208.1210	3.000	45	90
216.1191	3.000	90	45
224.2325	3.000	90	none
232.1962	3.000	0	0
