onset	duration	lh_orientation	rh_orientation
0.1787	3.000	135	90
8.1762	3.000	90	135
16.2730	3.000	none	135
24.1706	3.000	0	45
32.1349	3.000	45	45
40.2154	3.000	45	none
48.1959	3.000	45	0
56.1764	3.000	90	0
64.2568	3.000	90	none
72.1709	3.000	45	0
80.2019	3.000	135	0
88.2494	3.000	135	none
96.1463	3.000	90	45
104.2105	3.000	0	135
112.2410	3.000	0	none
120.1721	3.000	90	135
128.1355	3.000	135	90
136.2495	3.000	135	none
144.1637	3.000	0	90
152.1947	3.000	0	135
160.2578	3.000	none	135
168.1554	3.000	135	45
176.1365	3.000	45	90
184.2167	3.000	45	none
192.1646	3.000	90	0
200.1455	3.000	135	45
208.2416	3.000	none	45
216.1393	3.000	45	135
224.1538	3.000	0	90
232.2501	3.000	none	90
