onset	duration	lh_orientation	rh_orientation
0.2461	3.000	0	90
8.3252	3.000	none	90
16.2401	3.000	45	0
24.1367	3.000	45	90
32.1686	3.000	0	45
40.2474	3.000	none	45
48.1958	3.000	90	135
56.1765	3.000	135	90
64.2401	3.000	135	none
72.1370	3.000	90	90
80.1850	3.000	90	135
88.2649	3.000	none	135
96.2123	3.000	135	0
104.1436	3.000	45	45
112.2399	3.000	none	45
120.1208	3.000	45	45
128.1690	3.000	90	135
136.2328	3.000	90	none
144.2129	3.000	0	0
152.1771	3.000	135	45
160.2907	3.000	135	none
168.1880	3.000	90	0
176.1689	3.000	45	135
184.2656	3.000	none	135
192.2134	3.000	135	90
200.2274	3.000	135	135
208.2745	3.000	135	none
216.1885	3.000	0	45
224.2026	3.000	0	0
232.3161	3.000	none	0
