onset	duration	lh_orientation	rh_orientation
0.1766	3.000	0	0
8.2736	3.000	0	none
16.1543	3.000	45	0
24.1860	3.000	0	135
32.2653	3.000	none	135
40.1459	3.000	45	0
48.1939	3.000	0	135
56.2583	3.000	0	none
64.1715	3.000	90	135
72.1527	3.000	90	135
80.2002	3.000	90	none
88.1467	3.000	45	45
96.1276	3.000	45	90
104.2247	3.000	45	none
112.1553	3.000	0	90
120.1532	3.000	135	45
128.1168	3.000	90	90
136.2304	3.000	90	none
144.1291	3.000	45	45
152.1585	3.000	90	135
160.2723	3.000	none	135
168.1364	3.000	135	45
176.1677	3.000	135	0
184.2310	3.000	135	none
192.1619	3.000	0	90
200.1256	3.000	90	90
208.2227	3.000	90	none
216.1705	3.000	135	45
224.1843	3.000	135	0
232.2479	3.000	none	0
