onset	duration	lh_orientation	rh_orientation
0.1502	3.000	90	135
8.2308	3.000	90	none
16.2115	3.000	135	135
24.1755	3.000	0	0
32.2561	3.000	0	none
40.1871	3.000	135	0
48.1008	3.000	45	45
56.2145	3.000	45	none
64.1791	3.000	45	0
72.1599	3.000	45	0
80.2730	3.000	none	0
88.1372	3.000	45	135
96.1177	3.000	45	90
104.2148	3.000	none	90
112.1293	3.000	90	90
120.1600	3.000	135	90
128.1909	3.000	0	0
136.2547	3.000	none	0
144.1516	3.000	90	135
152.1661	3.000	135	90
160.2469	3.000	135	none
168.1770	3.000	0	45
176.1409	3.000	135	45
184.2045	3.000	none	45
192.1189	3.000	90	45
200.1501	3.000	0	90
208.2299	3.000	none	90
216.1773	3.000	90	135
224.1583	3.000	0	45
232.2395	3.000	0	none
