onset	duration	frameidx	videotime	audiotime	lasttrigger
0.049	0.034	1	0.040	0.000	0.000
0.083	0.020	2	0.080	0.000	0.000
0.103	0.029	3	0.120	0.000	0.000
0.132	0.067	4	0.160	0.000	0.000
0.199	0.034	5	0.200	0.000	0.000
0.233	0.016	6	0.240	0.000	0.000
0.249	0.067	7	0.280	0.000	0.000
0.316	0.036	8	0.320	0.000	0.000
0.352	0.033	9	0.360	0.000	0.000
0.385	0.034	10	0.400	0.000	0.000
0.418	0.031	11	0.440	0.000	0.000
0.449	0.053	12	0.480	0.000	0.000
0.502	0.030	13	0.520	0.000	0.000
0.532	0.053	14	0.560	0.000	0.000
0.585	0.034	15	0.600	0.000	0.000
0.619	0.030	16	0.640	0.000	0.000
0.649	0.053	17	0.680	0.000	0.000
0.702	0.030	18	0.720	0.000	0.000
0.732	0.067	19	0.760	0.000	0.000
0.799	0.050	20	0.800	0.904	0.000
0.849	0.019	21	0.840	0.970	0.000
0.868	0.034	22	0.880	0.987	0.000
0.902	0.030	23	0.920	1.020	0.000
0.932	0.055	24	0.960	1.054	0.000
0.987	0.031	25	1.000	1.104	0.000
1.018	0.030	26	1.040	1.137	0.000
1.049	0.083	27	1.080	1.170	0.000
1.132	0.019	28	1.120	1.341	0.000
1.152	0.034	29	1.160	1.358	0.000
1.185	0.033	30	1.200	1.392	0.000
1.218	0.030	31	1.240	1.425	0.000
1.249	0.053	32	1.280	1.458	0.000
1.302	0.030	33	1.320	1.508	0.000
1.332	0.053	34	1.360	1.542	0.000
1.385	0.033	35	1.400	1.592	0.000
1.418	0.030	36	1.440	1.553	0.000
1.449	0.053	37	1.480	1.587	0.000
1.502	0.030	38	1.520	1.636	0.000
1.532	0.067	39	1.560	1.670	0.000
1.599	0.034	40	1.600	1.720	0.000
1.632	0.016	41	1.640	1.773	0.000
1.649	0.053	42	1.680	1.786	0.000
1.702	0.030	43	1.720	1.924	0.000
1.732	0.053	44	1.760	1.957	0.000
1.785	0.033	45	1.800	2.008	0.000
1.819	0.030	46	1.840	2.041	0.000
1.849	0.067	47	1.880	2.074	0.000
1.915	0.036	48	1.920	2.124	0.000
1.951	0.034	49	1.960	2.174	0.000
1.985	0.034	50	2.000	2.207	1.985
2.018	0.030	51	2.040	2.154	1.985
2.049	0.054	52	2.080	2.187	1.985
2.102	0.029	53	2.120	2.237	1.985
2.132	0.053	54	2.160	2.270	1.985
2.185	0.047	55	2.200	2.320	1.985
2.232	0.036	56	2.240	2.354	1.985
2.268	0.033	57	2.280	2.404	1.985
2.301	0.030	58	2.320	2.437	1.985
2.332	0.067	59	2.360	2.519	1.985
2.398	0.034	60	2.400	2.568	1.985
2.432	0.016	61	2.440	2.621	1.985
2.448	0.053	62	2.480	2.635	1.985
2.501	0.031	63	2.520	2.685	1.985
2.532	0.054	64	2.560	2.718	1.985
2.586	0.034	65	2.600	2.769	1.985
2.619	0.029	66	2.640	2.802	1.985
2.648	0.053	67	2.680	2.787	1.985
2.702	0.030	68	2.720	2.837	1.985
2.732	0.053	69	2.760	2.870	1.985
2.784	0.034	70	2.800	2.920	1.985
2.818	0.030	71	2.840	2.954	1.985
2.848	0.055	72	2.880	2.987	1.985
2.903	0.029	73	2.920	3.037	1.985
2.932	0.100	74	2.960	3.070	1.985
3.032	0.017	75	3.000	3.312	1.985
3.048	0.020	76	3.040	3.346	1.985
3.068	0.033	77	3.080	3.362	1.985
3.101	0.030	78	3.120	3.396	1.985
3.131	0.053	79	3.160	3.429	1.985
3.185	0.034	80	3.200	3.479	1.985
3.218	0.030	81	3.240	3.513	1.985
3.248	0.053	82	3.280	3.546	1.985
3.301	0.030	83	3.320	3.524	1.985
3.332	0.054	84	3.360	3.557	1.985
3.386	0.033	85	3.400	3.607	1.985
3.419	0.029	86	3.440	3.640	1.985
3.448	0.067	87	3.480	3.674	1.985
3.515	0.036	88	3.520	3.723	1.985
3.551	0.034	89	3.560	3.774	1.985
3.585	0.033	90	3.600	3.895	1.985
3.618	0.030	91	3.640	3.928	1.985
3.648	0.053	92	3.680	3.961	1.985
3.701	0.030	93	3.720	4.012	1.985
3.731	0.053	94	3.760	4.045	1.985
3.784	0.047	95	3.800	4.095	1.985
3.831	0.036	96	3.840	4.128	1.985
3.868	0.034	97	3.880	4.178	1.985
3.901	0.030	98	3.920	4.139	1.985
3.931	0.067	99	3.960	4.173	1.985
3.998	0.034	100	4.000	4.223	3.998
4.032	0.016	101	4.040	4.276	3.998
4.048	0.053	102	4.080	4.289	3.998
4.101	0.030	103	4.120	4.339	3.998
4.131	0.055	104	4.160	4.373	3.998
4.186	0.033	105	4.200	4.423	3.998
4.219	0.029	106	4.240	4.329	3.998
4.248	0.067	107	4.280	4.362	3.998
4.314	0.036	108	4.320	4.412	3.998
4.350	0.034	109	4.360	4.462	3.998
4.384	0.033	110	4.400	4.496	3.998
4.417	0.030	111	4.440	4.529	3.998
4.448	0.067	112	4.480	4.562	3.998
4.514	0.036	113	4.520	4.612	3.998
4.550	0.034	114	4.560	4.710	3.998
4.584	0.047	115	4.600	4.744	3.998
4.631	0.036	116	4.640	4.777	3.998
4.667	0.034	117	4.680	4.827	3.998
4.700	0.030	118	4.720	4.860	3.998
4.731	0.053	119	4.760	4.894	3.998
4.784	0.035	120	4.800	4.943	3.998
4.819	0.028	121	4.840	4.977	3.998
4.848	0.053	122	4.880	4.962	3.998
4.900	0.030	123	4.920	5.012	3.998
4.931	0.055	124	4.960	5.045	3.998
4.986	0.045	125	5.000	5.095	3.998
5.031	0.036	126	5.040	5.129	3.998
5.067	0.034	127	5.080	5.178	3.998
5.101	0.029	128	5.120	5.212	3.998
5.131	0.054	129	5.160	5.294	3.998
5.185	0.033	130	5.200	5.343	3.998
