onset	duration	frameidx	videotime	audiotime
0.025	0.042	1	0.040	2.284
0.066	0.042	2	0.080	2.317
0.108	0.050	3	0.120	2.359
0.158	0.150	4	0.160	2.409
0.308	0.050	5	0.200	0.150
0.358	0.050	6	0.240	0.200
0.408	0.025	7	0.280	0.250
0.433	0.050	8	0.320	0.275
0.483	0.050	9	0.360	0.325
0.533	0.025	10	0.400	0.375
0.558	0.050	11	0.440	0.400
0.608	0.025	12	0.480	0.450
0.633	0.050	13	0.520	0.475
0.683	0.050	14	0.560	0.525
0.733	0.025	15	0.600	0.929
0.758	0.050	16	0.640	0.954
0.808	0.025	17	0.680	1.004
0.833	0.050	18	0.720	1.029
0.883	0.050	19	0.760	1.079
0.933	0.025	20	0.800	1.129
0.958	0.050	21	0.840	1.154
1.008	0.025	22	0.880	1.204
1.033	0.050	23	0.920	1.229
1.083	0.050	24	0.960	1.287
1.133	0.025	25	1.000	1.337
1.158	0.050	26	1.040	1.362
1.208	0.025	27	1.080	1.412
1.233	0.050	28	1.120	1.437
1.283	0.050	29	1.160	1.487
1.333	0.025	30	1.200	1.537
1.358	0.050	31	1.240	1.530
1.408	0.025	32	1.280	1.580
1.433	0.050	33	1.320	1.605
1.483	0.050	34	1.360	1.655
1.533	0.025	35	1.400	1.705
1.558	0.050	36	1.440	1.730
1.608	0.025	37	1.480	1.780
1.633	0.050	38	1.520	1.805
1.683	0.050	39	1.560	1.856
1.733	0.025	40	1.600	1.906
1.758	0.050	41	1.640	1.931
1.808	0.025	42	1.680	1.981
1.834	0.050	43	1.720	2.006
1.884	0.050	44	1.760	2.056
1.934	0.025	45	1.800	2.106
1.959	0.050	46	1.840	2.131
2.009	0.025	47	1.880	2.181
2.034	0.050	48	1.920	2.206
2.084	0.050	49	1.960	2.256
2.134	0.025	50	2.000	2.306
2.159	0.050	51	2.040	2.331
2.209	0.025	52	2.080	2.381
2.234	0.050	53	2.120	2.406
2.284	0.050	54	2.160	2.456
2.334	0.025	55	2.200	2.489
2.359	0.050	56	2.240	2.514
2.409	0.025	57	2.280	2.564
2.434	0.050	58	2.320	2.589
2.484	0.050	59	2.360	2.639
2.534	0.025	60	2.400	2.689
2.559	0.050	61	2.440	2.714
2.609	0.025	62	2.480	2.892
2.634	0.050	63	2.520	2.917
2.684	0.050	64	2.560	2.967
2.734	0.025	65	2.600	3.017
2.759	0.050	66	2.640	3.042
2.809	0.025	67	2.680	3.092
2.834	0.050	68	2.720	3.117
2.884	0.050	69	2.760	3.167
2.934	0.025	70	2.800	3.187
2.959	0.050	71	2.840	3.212
3.009	0.025	72	2.880	3.262
3.034	0.050	73	2.920	3.287
3.084	0.050	74	2.960	3.337
3.134	0.025	75	3.000	3.387
3.159	0.050	76	3.040	3.412
3.209	0.025	77	3.080	3.462
3.234	0.050	78	3.120	3.406
3.284	0.050	79	3.160	3.456
3.334	0.025	80	3.200	3.506
3.359	0.050	81	3.240	3.531
3.409	0.025	82	3.280	3.581
3.434	0.050	83	3.320	3.606
3.484	0.050	84	3.360	3.656
3.534	0.025	85	3.400	3.706
3.559	0.050	86	3.440	3.731
3.609	0.025	87	3.480	3.781
3.634	0.050	88	3.520	3.806
3.684	0.050	89	3.560	3.856
3.734	0.025	90	3.600	3.906
3.759	0.050	91	3.640	3.931
3.809	0.025	92	3.680	3.981
3.834	0.050	93	3.720	4.006
3.884	0.050	94	3.760	4.079
3.934	0.025	95	3.800	4.129
3.959	0.050	96	3.840	4.154
4.009	0.025	97	3.880	4.204
4.034	0.050	98	3.920	4.229
4.084	0.050	99	3.960	4.279
4.134	0.025	100	4.000	4.329
4.159	0.050	101	4.040	4.323
4.209	0.025	102	4.080	4.372
4.234	0.050	103	4.120	4.398
4.284	0.050	104	4.160	4.447
4.334	0.025	105	4.200	4.498
4.359	0.050	106	4.240	4.523
4.409	0.025	107	4.280	4.573
4.434	0.050	108	4.320	4.598
4.484	0.050	109	4.360	4.816
4.534	0.025	110	4.400	4.866
4.559	0.050	111	4.440	4.891
4.609	0.025	112	4.480	4.941
4.634	0.050	113	4.520	4.966
4.684	0.050	114	4.560	5.016
4.734	0.025	115	4.600	5.066
4.759	0.050	116	4.640	5.091
4.809	0.025	117	4.680	4.982
4.834	0.050	118	4.720	5.007
4.884	0.050	119	4.760	5.057
4.934	0.025	120	4.800	5.107
4.959	0.050	121	4.840	5.132
5.009	0.025	122	4.880	5.182
5.034	0.050	123	4.920	5.207
5.084	0.050	124	4.960	5.257
5.134	0.025	125	5.000	5.307
5.159	0.050	126	5.040	5.332
5.209	0.025	127	5.080	5.382
5.234	0.050	128	5.120	5.407
5.284	0.050	129	5.160	5.457
5.334	0.025	130	5.200	5.507
5.359	0.050	131	5.240	5.532
5.409	0.025	132	5.280	5.685
5.434	0.050	133	5.320	5.710
5.484	0.050	134	5.360	5.760
5.534	0.025	135	5.400	5.810
5.559	0.050	136	5.440	5.835
5.609	0.025	137	5.480	5.885
5.634	0.050	138	5.520	5.910
5.684	0.050	139	5.560	5.960
5.734	0.025	140	5.600	6.028
5.759	0.050	141	5.640	6.053
5.809	0.025	142	5.680	6.103
5.834	0.050	143	5.720	6.128
5.884	0.050	144	5.760	6.178
5.934	0.025	145	5.800	6.228
5.959	0.050	146	5.840	6.253
6.009	0.025	147	5.880	6.303
6.034	0.050	148	5.920	6.246
6.084	0.050	149	5.960	6.296
6.134	0.025	150	6.000	6.346
6.159	0.050	151	6.040	6.371
6.209	0.025	152	6.080	6.421
6.234	0.050	153	6.120	6.446
6.284	0.050	154	6.160	6.496
6.334	0.025	155	6.200	6.546
6.359	0.050	156	6.240	6.532
6.409	0.025	157	6.280	6.582
6.434	0.050	158	6.320	6.607
6.484	0.050	159	6.360	6.657
6.534	0.025	160	6.400	6.707
6.559	0.050	161	6.440	6.732
6.609	0.025	162	6.480	6.782
6.634	0.050	163	6.520	6.807
6.684	0.050	164	6.560	6.857
6.734	0.025	165	6.600	6.907
6.759	0.050	166	6.640	6.932
6.810	0.025	167	6.680	6.982
6.835	0.050	168	6.720	7.007
6.885	0.050	169	6.760	7.057
6.935	0.025	170	6.800	7.107
6.960	0.050	171	6.840	7.132
7.010	0.025	172	6.880	7.245
7.035	0.050	173	6.920	7.270
7.085	0.050	174	6.960	7.320
7.135	0.025	175	7.000	7.370
7.160	0.050	176	7.040	7.395
7.210	0.025	177	7.080	7.445
7.235	0.050	178	7.120	7.470
7.285	0.050	179	7.160	7.528
7.335	0.025	180	7.200	7.578
7.360	0.050	181	7.240	7.603
7.410	0.025	182	7.280	7.653
7.435	0.050	183	7.320	7.678
7.485	0.050	184	7.360	7.728
7.535	0.025	185	7.400	7.778
7.560	0.050	186	7.440	7.803
7.610	0.025	187	7.480	7.901
7.635	0.050	188	7.520	7.926
7.685	0.050	189	7.560	7.976
7.735	0.025	190	7.600	8.026
7.760	0.050	191	7.640	8.051
7.810	0.025	192	7.680	8.101
7.835	0.050	193	7.720	8.126
7.885	0.050	194	7.760	8.176
7.935	0.025	195	7.800	8.107
7.960	0.050	196	7.840	8.132
8.010	0.025	197	7.880	8.182
8.035	0.050	198	7.920	8.207
8.085	0.050	199	7.960	8.257
8.135	0.025	200	8.000	8.307
8.160	0.050	201	8.040	8.332
8.210	0.025	202	8.080	8.382
8.235	0.050	203	8.120	8.407
8.285	0.050	204	8.160	8.457
8.335	0.025	205	8.200	8.507
8.360	0.050	206	8.240	8.532
8.410	0.025	207	8.280	8.582
8.435	0.050	208	8.320	8.607
8.485	0.050	209	8.360	8.657
8.535	0.025	210	8.400	8.850
8.560	0.050	211	8.440	8.875
8.610	0.025	212	8.480	8.925
8.635	0.050	213	8.520	8.950
8.685	0.050	214	8.560	9.000
8.735	0.025	215	8.600	9.050
8.760	0.050	216	8.640	9.075
8.810	0.025	217	8.680	9.125
8.835	0.050	218	8.720	9.008
8.885	0.050	219	8.760	9.058
8.935	0.025	220	8.800	9.108
8.960	0.050	221	8.840	9.133
9.010	0.025	222	8.880	9.183
9.035	0.050	223	8.920	9.208
