onset	duration	lh_orientation	rh_orientation
0.1256	3.000	90	45
8.2392	3.000	none	45
16.1867	3.000	45	0
24.1840	3.000	0	135
32.2814	3.000	0	none
40.1954	3.000	90	0
48.2095	3.000	0	45
56.2228	3.000	none	45
64.2039	3.000	135	135
72.1348	3.000	45	90
80.2817	3.000	none	90
88.2123	3.000	0	0
96.1768	3.000	45	135
104.2239	3.000	45	none
112.2043	3.000	135	135
120.1516	3.000	0	90
128.2657	3.000	0	none
136.1629	3.000	90	90
144.1437	3.000	90	90
152.2905	3.000	90	none
160.1882	3.000	90	0
168.1356	3.000	45	45
176.1163	3.000	45	45
184.2463	3.000	45	none
192.2272	3.000	135	90
200.1914	3.000	135	0
208.3054	3.000	none	0
216.1526	3.000	135	45
224.2002	3.000	0	135
232.2804	3.000	none	135
