onset	duration	lh_orientation	rh_orientation
0.1543	3.000	135	45
8.2677	3.000	none	45
16.2155	3.000	135	0
24.1298	3.000	45	45
32.1935	3.000	135	90
40.2570	3.000	none	90
48.1712	3.000	90	0
56.1354	3.000	45	45
64.2488	3.000	none	45
72.1797	3.000	90	135
80.2107	3.000	0	45
88.2741	3.000	0	none
96.1551	3.000	45	90
104.1528	3.000	0	90
112.3163	3.000	0	none
120.1469	3.000	45	90
128.1944	3.000	0	135
136.2915	3.000	none	135
144.2221	3.000	90	135
152.1695	3.000	90	135
160.2332	3.000	90	none
168.2143	3.000	135	0
176.1950	3.000	90	135
184.2750	3.000	none	135
192.2225	3.000	0	0
200.2535	3.000	0	0
208.2835	3.000	0	none
216.1647	3.000	45	45
224.1790	3.000	135	90
232.2755	3.000	none	90
