onset	duration	lh_orientation	rh_orientation
0.1465	3.000	135	90
8.2601	3.000	none	90
16.1409	3.000	45	45
24.1556	3.000	45	135
32.2189	3.000	45	none
40.2172	3.000	0	0
48.1307	3.000	90	45
56.2452	3.000	90	none
64.1914	3.000	135	135
72.1389	3.000	90	90
80.2358	3.000	90	none
88.2504	3.000	135	0
96.1312	3.000	45	45
104.2448	3.000	45	none
112.1918	3.000	0	135
120.1729	3.000	90	0
128.2363	3.000	90	none
136.1504	3.000	90	90
144.1810	3.000	0	90
152.2614	3.000	0	none
160.2255	3.000	0	45
168.2229	3.000	45	0
176.2365	3.000	45	none
184.2008	3.000	135	0
192.1480	3.000	90	45
200.2450	3.000	none	45
208.2257	3.000	45	135
216.1902	3.000	0	135
224.1543	3.000	135	90
232.2675	3.000	135	none
