onset	duration	lh_orientation	rh_orientation
0.2175	3.000	0	0
8.2644	3.000	none	0
16.1287	3.000	0	90
24.0763	3.000	45	45
32.1896	3.000	45	none
40.1039	3.000	45	90
48.1347	3.000	135	135
56.2321	3.000	135	none
64.1125	3.000	90	45
72.1102	3.000	0	45
80.2238	3.000	0	none
88.1211	3.000	90	0
96.0854	3.000	45	90
104.2157	3.000	none	90
112.1964	3.000	0	135
120.1437	3.000	135	90
128.2243	3.000	135	none
136.1383	3.000	135	45
144.1195	3.000	45	135
152.2493	3.000	none	135
160.1636	3.000	90	90
168.1278	3.000	90	0
176.1582	3.000	135	135
184.2227	3.000	135	none
192.1195	3.000	0	45
200.1669	3.000	45	0
208.2303	3.000	none	0
216.1779	3.000	135	135
224.1421	3.000	90	0
232.2226	3.000	none	0
