onset	duration	lh_orientation	rh_orientation
0.1829	3.000	0	90
8.1970	3.000	135	90
16.2436	3.000	none	90
24.2246	3.000	0	135
32.1723	3.000	45	90
40.2689	3.000	none	90
48.1500	3.000	90	45
56.1640	3.000	45	45
64.2608	3.000	45	none
72.2086	3.000	45	0
80.2060	3.000	135	135
88.2864	3.000	135	none
96.1338	3.000	45	45
104.1811	3.000	90	0
112.2782	3.000	none	0
120.2590	3.000	135	0
128.2070	3.000	0	135
136.2698	3.000	0	none
144.2180	3.000	135	0
152.1652	3.000	0	45
160.2784	3.000	none	45
168.1926	3.000	135	135
176.1741	3.000	90	0
184.2704	3.000	none	0
192.1680	3.000	0	45
200.1993	3.000	90	135
208.2792	3.000	none	135
216.1429	3.000	90	90
224.1407	3.000	45	90
232.2211	3.000	45	none
