onset	duration	lh_orientation	rh_orientation
0.1856	3.000	90	135
8.2827	3.000	none	135
16.1971	3.000	135	45
24.1441	3.000	90	45
32.2412	3.000	90	none
40.2724	3.000	135	0
48.1529	3.000	90	45
56.2506	3.000	90	none
64.2140	3.000	45	135
72.2784	3.000	0	135
80.2922	3.000	0	none
88.1896	3.000	45	0
96.1705	3.000	0	45
104.1343	3.000	45	45
112.2478	3.000	none	45
120.2121	3.000	135	90
128.1930	3.000	135	90
136.2901	3.000	135	none
144.2041	3.000	0	90
152.2181	3.000	90	0
160.2651	3.000	90	none
168.2125	3.000	90	0
176.1936	3.000	0	90
184.2740	3.000	0	none
192.2047	3.000	45	135
200.2024	3.000	135	135
208.2992	3.000	135	none
216.2470	3.000	0	0
224.1608	3.000	45	90
232.2575	3.000	none	90
