onset	duration	lh_orientation	rh_orientation
0.1448	3.000	90	45
8.2585	3.000	90	none
16.1894	3.000	90	0
24.2034	3.000	0	0
32.3002	3.000	0	none
40.2313	3.000	90	135
48.1789	3.000	45	135
56.2422	3.000	45	none
64.1900	3.000	135	45
72.1709	3.000	45	135
80.2341	3.000	45	none
88.2149	3.000	0	0
96.1792	3.000	135	45
104.1433	3.000	45	45
112.2404	3.000	45	none
120.1711	3.000	135	45
128.1851	3.000	0	90
136.2991	3.000	0	none
144.1797	3.000	45	90
152.1606	3.000	90	90
160.2573	3.000	none	90
168.2215	3.000	0	0
176.1694	3.000	45	0
184.2495	3.000	45	none
192.1804	3.000	90	90
200.1943	3.000	0	90
208.2745	3.000	0	none
216.2389	3.000	135	135
224.2029	3.000	135	135
232.2836	3.000	135	none
