onset	duration	lh_orientation	rh_orientation
0.1693	3.000	90	0
8.2334	3.000	90	none
16.1639	3.000	135	90
24.1615	3.000	45	135
32.2750	3.000	none	135
40.1722	3.000	135	90
48.1700	3.000	45	0
56.2172	3.000	45	none
64.1977	3.000	135	135
72.1620	3.000	0	45
80.1424	3.000	90	45
88.2400	3.000	90	none
96.1372	3.000	45	90
104.1511	3.000	135	45
112.2479	3.000	none	45
120.2122	3.000	0	135
128.1932	3.000	0	90
136.2899	3.000	none	90
144.1373	3.000	90	90
152.1683	3.000	0	45
160.2487	3.000	none	45
168.2295	3.000	0	135
176.1441	3.000	45	45
184.2242	3.000	45	none
192.1882	3.000	90	0
200.1524	3.000	90	0
208.2824	3.000	none	0
216.2136	3.000	135	135
224.1778	3.000	45	0
232.2910	3.000	none	0
