onset	duration	lh_orientation	rh_orientation
0.1513	3.000	45	90
8.2652	3.000	45	none
16.1959	3.000	0	45
24.1932	3.000	45	0
32.2567	3.000	45	none
40.1711	3.000	45	90
48.2020	3.000	135	135
56.2824	3.000	135	none
64.1964	3.000	0	45
72.1604	3.000	90	45
80.2577	3.000	90	none
88.1882	3.000	90	0
96.2025	3.000	135	0
104.2829	3.000	135	none
112.1804	3.000	45	90
120.1609	3.000	90	45
128.2578	3.000	none	45
136.2222	3.000	135	135
144.1531	3.000	90	45
152.2667	3.000	none	45
160.2308	3.000	135	135
168.2282	3.000	0	90
176.2763	3.000	none	90
184.2563	3.000	0	135
192.1535	3.000	90	90
200.2503	3.000	none	90
208.2313	3.000	135	135
216.2290	3.000	0	0
224.3089	3.000	0	none
232.2068	3.000	45	0
