onset	duration	lh_orientation	rh_orientation
0.1624	3.000	135	45
8.2758	3.000	none	45
16.1569	3.000	90	45
24.2210	3.000	0	135
32.2684	3.000	0	none
40.1822	3.000	45	135
48.2297	3.000	0	0
56.2930	3.000	0	none
64.2408	3.000	0	90
72.2048	3.000	90	90
80.2522	3.000	none	90
88.1494	3.000	90	90
96.1801	3.000	45	135
104.2108	3.000	0	0
112.2747	3.000	0	none
120.1553	3.000	45	45
128.1861	3.000	135	135
136.2834	3.000	135	none
144.1473	3.000	45	45
152.1948	3.000	135	0
160.2585	3.000	135	none
168.1560	3.000	45	90
176.1537	3.000	135	45
184.2674	3.000	135	none
192.2478	3.000	90	0
200.1957	3.000	135	0
208.2920	3.000	none	0
216.1398	3.000	90	90
224.1878	3.000	0	135
232.3009	3.000	none	135
