onset	duration	lh_orientation	rh_orientation
0.1753	3.000	135	90
8.2383	3.000	none	90
16.1861	3.000	90	135
24.1836	3.000	0	90
32.2808	3.000	0	none
40.2112	3.000	45	0
48.1919	3.000	0	45
56.2558	3.000	none	45
64.1700	3.000	45	135
72.1508	3.000	90	45
80.2808	3.000	none	45
88.1952	3.000	0	45
96.2261	3.000	135	135
104.2738	3.000	135	none
112.1707	3.000	135	90
120.1195	3.000	45	45
128.2314	3.000	none	45
136.1790	3.000	0	90
144.1772	3.000	135	90
152.1910	3.000	135	0
160.2541	3.000	135	none
168.1684	3.000	90	0
176.1830	3.000	90	135
184.2297	3.000	90	none
192.1436	3.000	45	45
200.1583	3.000	45	135
208.2212	3.000	45	none
216.1865	3.000	90	0
224.2166	3.000	0	0
232.2802	3.000	0	none
