onset	duration	lh_orientation	rh_orientation
0.1951	3.000	135	0
8.3258	3.000	none	0
16.1569	3.000	90	45
24.1711	3.000	90	0
32.3200	3.000	none	0
40.1161	3.000	45	45
48.1966	3.000	0	135
56.3263	3.000	none	135
64.1572	3.000	45	90
72.1220	3.000	45	90
80.2691	3.000	45	none
88.1990	3.000	0	135
96.1463	3.000	135	90
104.3109	3.000	135	none
112.1408	3.000	135	45
120.1226	3.000	90	45
128.2859	3.000	none	45
136.1163	3.000	45	90
144.2143	3.000	0	135
152.3112	3.000	none	135
160.1748	3.000	90	0
168.1563	3.000	45	135
176.2535	3.000	45	none
184.2167	3.000	0	135
192.1484	3.000	135	90
200.3119	3.000	135	none
208.2261	3.000	0	0
216.1733	3.000	90	0
224.2699	3.000	90	none
232.1673	3.000	135	45
