onset	duration	lh_orientation	rh_orientation
0.1627	3.000	45	0
8.2437	3.000	45	none
16.2069	3.000	0	135
24.1882	3.000	135	135
32.2854	3.000	135	none
40.1488	3.000	45	90
48.1637	3.000	135	45
56.1275	3.000	90	45
64.2795	3.000	90	none
72.1715	3.000	90	90
80.1694	3.000	0	90
88.2989	3.000	0	none
96.2134	3.000	0	135
104.2115	3.000	135	0
112.3252	3.000	135	none
120.1553	3.000	90	45
128.1192	3.000	90	45
136.2842	3.000	none	45
144.1814	3.000	135	135
152.1618	3.000	45	0
160.3254	3.000	none	0
168.1893	3.000	45	135
176.1364	3.000	135	45
184.3171	3.000	135	none
192.1811	3.000	0	0
200.1138	3.000	45	90
208.3088	3.000	none	90
216.1899	3.000	0	90
224.1537	3.000	90	0
232.3011	3.000	90	none
