onset	duration	lh_orientation	rh_orientation
0.1360	3.000	45	45
8.2509	3.000	45	none
16.1631	3.000	135	90
24.1608	3.000	0	45
32.3075	3.000	0	none
40.1387	3.000	45	45
48.1359	3.000	0	90
56.2997	3.000	none	90
64.1641	3.000	0	45
72.1786	3.000	90	135
80.3089	3.000	none	135
88.2060	3.000	0	0
96.1706	3.000	90	0
104.2851	3.000	90	none
112.1643	3.000	90	135
120.1460	3.000	90	45
128.1599	3.000	0	90
136.2895	3.000	none	90
144.2044	3.000	90	135
152.1686	3.000	45	0
160.2982	3.000	none	0
168.1623	3.000	45	135
176.1936	3.000	135	135
184.3238	3.000	none	135
192.1878	3.000	135	90
200.1858	3.000	135	0
208.2954	3.000	135	none
216.1962	3.000	135	90
224.1607	3.000	45	0
232.3238	3.000	none	0
