onset	duration	lh_orientation	rh_orientation
0.1477	3.000	90	135
8.2622	3.000	90	none
16.1762	3.000	0	45
24.1571	3.000	0	45
32.2713	3.000	none	45
40.2012	3.000	135	135
48.1824	3.000	135	0
56.3287	3.000	none	0
64.1929	3.000	135	90
72.1739	3.000	45	135
80.2375	3.000	45	none
88.1683	3.000	90	0
96.1164	3.000	45	45
104.2963	3.000	none	45
112.1602	3.000	45	135
120.1417	3.000	90	90
128.2769	3.000	90	none
136.1688	3.000	90	0
144.1179	3.000	90	45
152.2632	3.000	none	45
160.1609	3.000	45	90
168.1915	3.000	135	135
176.3052	3.000	none	135
184.1860	3.000	45	0
192.1504	3.000	135	45
200.2641	3.000	none	45
208.1946	3.000	0	90
216.1927	3.000	0	0
224.3060	3.000	0	none
232.1697	3.000	0	90
