onset	duration	lh_orientation	rh_orientation
0.2046	3.000	135	0
8.3186	3.000	none	0
16.1658	3.000	90	135
24.1466	3.000	90	45
32.2935	3.000	none	45
40.2412	3.000	135	0
48.1884	3.000	135	90
56.3188	3.000	135	none
64.2011	3.000	0	135
72.1475	3.000	45	90
80.2608	3.000	45	none
88.1584	3.000	45	135
96.1229	3.000	45	90
104.2862	3.000	none	90
112.1840	3.000	90	135
120.1647	3.000	90	0
128.3283	3.000	none	0
136.1924	3.000	135	45
144.1738	3.000	0	45
152.2864	3.000	none	45
160.1841	3.000	135	90
168.1323	3.000	90	45
176.2800	3.000	90	none
184.2270	3.000	0	0
192.1576	3.000	0	90
200.1550	3.000	0	45
208.2845	3.000	0	none
216.1655	3.000	45	0
224.1635	3.000	45	135
232.3263	3.000	none	135
