onset	duration	lh_orientation	rh_orientation
0.1878	3.000	0	135
8.2183	3.000	none	135
16.1660	3.000	90	90
24.1631	3.000	45	90
32.1937	3.000	45	none
40.1578	3.000	45	45
48.1551	3.000	135	45
56.1858	3.000	none	45
64.1669	3.000	135	45
72.1976	3.000	135	0
80.2276	3.000	135	none
88.2086	3.000	0	135
96.1396	3.000	45	90
104.1694	3.000	none	90
112.1841	3.000	135	90
120.1811	3.000	90	135
128.1949	3.000	90	none
136.2088	3.000	0	0
144.1728	3.000	45	135
152.2201	3.000	none	135
160.1843	3.000	0	0
168.1483	3.000	45	90
176.1796	3.000	45	none
184.2092	3.000	90	135
192.1733	3.000	0	45
200.2045	3.000	0	none
208.1679	3.000	90	0
216.1487	3.000	90	45
224.1794	3.000	none	45
232.2100	3.000	135	0
