onset	duration	frameidx	videotime	audiotime	lasttrigger
0.033	0.042	1	0.040	3.094	0.000
0.075	0.025	2	0.080	3.142	0.000
0.100	0.050	3	0.120	3.159	0.000
0.150	0.150	4	0.160	3.209	0.000
0.300	0.050	5	0.200	0.150	0.000
0.350	0.050	6	0.240	0.200	0.000
0.400	0.025	7	0.280	0.250	0.000
0.425	0.050	8	0.320	0.275	0.000
0.475	0.050	9	0.360	0.325	0.000
0.525	0.025	10	0.400	0.375	0.000
0.550	0.050	11	0.440	0.400	0.000
0.600	0.025	12	0.480	0.450	0.000
0.625	0.050	13	0.520	0.475	0.000
0.675	0.050	14	0.560	0.525	0.000
0.725	0.025	15	0.600	0.923	0.000
0.750	0.050	16	0.640	0.948	0.000
0.800	0.025	17	0.680	0.998	0.000
0.825	0.050	18	0.720	1.023	0.000
0.875	0.050	19	0.760	1.073	0.000
0.925	0.025	20	0.800	1.123	0.000
0.950	0.050	21	0.840	1.148	0.000
1.000	0.025	22	0.880	1.198	0.000
1.025	0.050	23	0.920	1.223	0.000
1.075	0.050	24	0.960	1.281	0.000
1.125	0.025	25	1.000	1.331	0.000
1.150	0.050	26	1.040	1.356	0.000
1.200	0.025	27	1.080	1.406	0.000
1.225	0.050	28	1.120	1.431	0.000
1.275	0.050	29	1.160	1.481	0.000
1.325	0.025	30	1.200	1.531	0.000
1.350	0.050	31	1.240	1.524	0.000
1.400	0.025	32	1.280	1.574	0.000
1.425	0.050	33	1.320	1.599	0.000
1.475	0.050	34	1.360	1.649	0.000
1.525	0.025	35	1.400	1.699	0.000
1.550	0.050	36	1.440	1.724	0.000
1.600	0.025	37	1.480	1.774	0.000
1.625	0.050	38	1.520	1.799	0.000
1.675	0.050	39	1.560	1.850	0.000
1.725	0.025	40	1.600	1.900	0.000
1.750	0.050	41	1.640	1.925	0.000
1.800	0.025	42	1.680	1.975	0.000
1.825	0.050	43	1.720	2.000	0.000
1.875	0.050	44	1.760	2.050	0.000
1.925	0.025	45	1.800	2.100	0.000
1.950	0.050	46	1.840	2.125	0.000
2.000	0.025	47	1.880	2.175	0.000
2.025	0.050	48	1.920	2.200	0.000
2.075	0.050	49	1.960	2.250	0.000
2.125	0.025	50	2.000	2.300	0.000
2.150	0.050	51	2.040	2.325	0.000
2.200	0.025	52	2.080	2.375	0.000
2.225	0.050	53	2.120	2.400	0.000
2.275	0.050	54	2.160	2.450	0.000
2.325	0.025	55	2.200	2.483	0.000
2.350	0.050	56	2.240	2.508	0.000
2.400	0.025	57	2.280	2.558	0.000
2.425	0.050	58	2.320	2.583	0.000
2.475	0.050	59	2.360	2.633	0.000
2.525	0.025	60	2.400	2.683	0.000
2.550	0.050	61	2.440	2.708	0.000
2.600	0.025	62	2.480	2.886	0.000
2.625	0.050	63	2.520	2.911	0.000
2.675	0.050	64	2.560	2.961	0.000
2.725	0.025	65	2.600	3.011	0.000
2.750	0.050	66	2.640	3.036	0.000
2.800	0.025	67	2.680	3.086	0.000
2.825	0.050	68	2.720	3.111	0.000
2.875	0.050	69	2.760	3.161	0.000
2.925	0.025	70	2.800	3.181	0.000
2.950	0.050	71	2.840	3.206	0.000
3.000	0.025	72	2.880	3.256	0.000
3.025	0.050	73	2.920	3.281	0.000
3.075	0.050	74	2.960	3.331	0.000
3.126	0.025	75	3.000	3.381	0.000
3.150	0.050	76	3.040	3.406	0.000
3.200	0.025	77	3.080	3.456	0.000
3.226	0.050	78	3.120	3.400	0.000
3.275	0.050	79	3.160	3.450	0.000
3.325	0.025	80	3.200	3.500	0.000
3.351	0.050	81	3.240	3.525	0.000
3.400	0.025	82	3.280	3.575	0.000
3.425	0.050	83	3.320	3.600	0.000
3.476	0.050	84	3.360	3.650	0.000
3.526	0.025	85	3.400	3.700	0.000
3.551	0.050	86	3.440	3.725	0.000
3.601	0.025	87	3.480	3.775	0.000
3.626	0.050	88	3.520	3.800	0.000
3.676	0.050	89	3.560	3.850	0.000
3.726	0.025	90	3.600	3.900	0.000
3.751	0.050	91	3.640	3.925	0.000
3.801	0.025	92	3.680	3.975	0.000
3.826	0.050	93	3.720	4.000	0.000
3.876	0.050	94	3.760	4.073	0.000
3.926	0.025	95	3.800	4.123	0.000
3.951	0.050	96	3.840	4.148	0.000
4.001	0.025	97	3.880	4.198	0.000
4.026	0.050	98	3.920	4.223	0.000
4.076	0.050	99	3.960	4.273	0.000
4.126	0.025	100	4.000	4.323	0.000
4.151	0.050	101	4.040	4.348	0.000
4.201	0.025	102	4.080	4.366	0.000
4.226	0.050	103	4.120	4.391	0.000
4.276	0.050	104	4.160	4.441	0.000
4.326	0.025	105	4.200	4.491	0.000
4.351	0.050	106	4.240	4.516	0.000
4.401	0.025	107	4.280	4.566	0.000
4.426	0.050	108	4.320	4.591	0.000
4.476	0.050	109	4.360	4.809	0.000
4.526	0.025	110	4.400	4.859	0.000
4.551	0.050	111	4.440	4.884	0.000
4.601	0.025	112	4.480	4.934	0.000
4.626	0.050	113	4.520	4.959	0.000
4.676	0.050	114	4.560	5.009	0.000
4.726	0.025	115	4.600	5.059	0.000
4.751	0.050	116	4.640	5.085	0.000
4.801	0.025	117	4.680	4.975	0.000
4.826	0.050	118	4.720	5.000	0.000
4.876	0.050	119	4.760	5.050	0.000
4.926	0.025	120	4.800	5.100	0.000
4.951	0.050	121	4.840	5.125	0.000
5.001	0.025	122	4.880	5.175	0.000
5.026	0.050	123	4.920	5.200	0.000
