onset	duration	frameidx	videotime	audiotime	lasttrigger
0.025	0.042	1	0.040	3.250	0.000
0.067	0.042	2	0.080	3.284	0.000
0.108	0.050	3	0.120	3.326	0.000
0.158	0.150	4	0.160	3.376	0.000
0.308	0.050	5	0.200	0.150	0.000
0.358	0.050	6	0.240	0.200	0.000
0.408	0.025	7	0.280	0.250	0.000
0.433	0.050	8	0.320	0.275	0.000
0.483	0.050	9	0.360	0.325	0.000
0.533	0.025	10	0.400	0.375	0.000
0.558	0.050	11	0.440	0.400	0.000
0.608	0.025	12	0.480	0.450	0.000
0.633	0.050	13	0.520	0.475	0.000
0.683	0.050	14	0.560	0.525	0.000
0.733	0.025	15	0.600	0.575	0.000
0.758	0.050	16	0.640	0.970	0.000
0.808	0.025	17	0.680	1.020	0.000
0.833	0.050	18	0.720	1.045	0.000
0.883	0.050	19	0.760	1.095	0.000
0.933	0.025	20	0.800	1.145	0.000
0.958	0.050	21	0.840	1.170	0.000
1.008	0.025	22	0.880	1.220	0.000
1.033	0.050	23	0.920	1.245	0.000
1.083	0.050	24	0.960	1.263	0.000
1.133	0.025	25	1.000	1.313	0.000
1.158	0.050	26	1.040	1.338	0.000
1.208	0.025	27	1.080	1.388	0.000
1.234	0.050	28	1.120	1.413	0.000
1.283	0.050	29	1.160	1.463	0.000
1.333	0.025	30	1.200	1.513	0.000
1.359	0.050	31	1.240	1.538	0.000
1.408	0.025	32	1.280	1.556	0.000
1.434	0.050	33	1.320	1.581	0.000
1.484	0.050	34	1.360	1.631	0.000
1.533	0.025	35	1.400	1.681	0.000
1.559	0.050	36	1.440	1.706	0.000
1.609	0.025	37	1.480	1.756	0.000
1.634	0.050	38	1.520	1.781	0.000
1.684	0.050	39	1.560	1.831	0.000
1.734	0.025	40	1.600	1.882	0.000
1.759	0.050	41	1.640	1.907	0.000
1.809	0.025	42	1.680	1.957	0.000
1.834	0.050	43	1.720	1.982	0.000
1.884	0.050	44	1.760	2.032	0.000
1.934	0.025	45	1.800	2.082	0.000
1.959	0.050	46	1.840	2.107	0.000
2.009	0.025	47	1.880	2.157	0.000
2.034	0.050	48	1.920	2.182	0.000
2.084	0.050	49	1.960	2.232	0.000
2.134	0.025	50	2.000	2.282	0.000
2.159	0.050	51	2.040	2.307	0.000
2.209	0.025	52	2.080	2.357	0.000
2.234	0.050	53	2.120	2.382	0.000
2.284	0.050	54	2.160	2.432	0.000
2.334	0.025	55	2.200	2.625	0.000
2.359	0.050	56	2.240	2.650	0.000
2.409	0.025	57	2.280	2.700	0.000
2.434	0.050	58	2.320	2.725	0.000
2.484	0.050	59	2.360	2.775	0.000
2.534	0.025	60	2.400	2.825	0.000
2.559	0.050	61	2.440	2.850	0.000
2.609	0.025	62	2.480	2.900	0.000
2.634	0.050	63	2.520	2.893	0.000
2.684	0.050	64	2.560	2.943	0.000
2.734	0.025	65	2.600	2.993	0.000
2.759	0.050	66	2.640	3.018	0.000
