onset	duration	frameidx	videotime	audiotime
0.025	0.033	1	0.040	2.942
0.058	0.033	2	0.080	2.975
0.092	0.042	3	0.120	3.009
0.133	0.175	4	0.160	3.042
0.308	0.042	5	0.200	0.150
0.350	0.050	6	0.240	0.191
0.400	0.050	7	0.280	0.241
0.450	0.025	8	0.320	0.291
0.475	0.050	9	0.360	0.316
0.525	0.025	10	0.400	0.366
0.550	0.050	11	0.440	0.391
0.600	0.050	12	0.480	0.441
0.650	0.025	13	0.520	0.491
0.675	0.050	14	0.560	0.516
0.725	0.025	15	0.600	0.970
0.750	0.050	16	0.640	0.995
0.800	0.050	17	0.680	1.045
0.850	0.025	18	0.720	1.095
0.875	0.050	19	0.760	1.120
0.925	0.025	20	0.800	1.170
0.950	0.050	21	0.840	1.195
1.000	0.050	22	0.880	1.245
1.050	0.025	23	0.920	1.303
1.075	0.050	24	0.960	1.328
1.125	0.025	25	1.000	1.378
1.150	0.050	26	1.040	1.403
1.200	0.050	27	1.080	1.453
1.250	0.025	28	1.120	1.503
1.275	0.050	29	1.160	1.528
1.325	0.025	30	1.200	1.578
1.350	0.050	31	1.240	1.611
1.400	0.050	32	1.280	1.661
1.450	0.025	33	1.320	1.711
1.475	0.050	34	1.360	1.736
1.525	0.025	35	1.400	1.786
1.550	0.050	36	1.440	1.811
1.600	0.050	37	1.480	1.861
1.650	0.025	38	1.520	1.911
1.675	0.050	39	1.560	1.857
1.725	0.025	40	1.600	1.907
1.750	0.050	41	1.640	1.932
1.800	0.050	42	1.680	1.982
1.850	0.025	43	1.720	2.032
1.875	0.050	44	1.760	2.057
1.925	0.025	45	1.800	2.107
1.950	0.050	46	1.840	2.132
2.000	0.050	47	1.880	2.182
2.050	0.025	48	1.920	2.232
2.075	0.050	49	1.960	2.257
2.125	0.025	50	2.000	2.307
2.150	0.050	51	2.040	2.332
2.200	0.050	52	2.080	2.382
2.250	0.025	53	2.120	2.432
2.275	0.050	54	2.160	2.520
2.325	0.025	55	2.200	2.570
2.350	0.050	56	2.240	2.595
2.400	0.050	57	2.280	2.645
2.450	0.025	58	2.320	2.695
2.475	0.050	59	2.360	2.720
2.525	0.025	60	2.400	2.770
2.550	0.050	61	2.440	2.795
2.601	0.050	62	2.480	2.853
2.650	0.025	63	2.520	2.903
2.675	0.050	64	2.560	2.928
2.726	0.025	65	2.600	2.978
2.751	0.050	66	2.640	3.003
2.800	0.050	67	2.680	3.053
2.851	0.025	68	2.720	3.103
2.876	0.050	69	2.760	3.128
2.925	0.025	70	2.800	3.186
2.950	0.050	71	2.840	3.211
