onset	duration	frameidx	videotime	audiotime	lasttrigger
0.050	0.053	1	0.040	0.000	0.000
0.103	0.013	2	0.080	0.000	0.000
0.116	0.016	3	0.120	0.000	0.000
0.133	0.053	4	0.160	0.000	0.000
0.186	0.035	5	0.200	0.000	0.000
0.221	0.028	6	0.240	0.000	0.000
0.249	0.067	7	0.280	0.000	0.000
0.316	0.036	8	0.320	0.000	0.000
0.352	0.033	9	0.360	0.000	0.000
0.386	0.033	10	0.400	0.000	0.000
0.419	0.031	11	0.440	0.000	0.000
0.449	0.053	12	0.480	0.000	0.000
0.502	0.030	13	0.520	0.000	0.000
0.533	0.053	14	0.560	0.611	0.000
0.586	0.046	15	0.600	0.661	0.000
0.632	0.036	16	0.640	0.694	0.000
0.668	0.035	17	0.680	0.744	0.000
0.703	0.029	18	0.720	0.777	0.000
0.732	0.067	19	0.760	0.811	0.000
0.799	0.034	20	0.800	0.861	0.000
0.833	0.016	21	0.840	0.914	0.000
0.849	0.053	22	0.880	1.007	0.000
0.902	0.030	23	0.920	1.057	0.000
0.932	0.053	24	0.960	1.090	0.000
0.985	0.033	25	1.000	1.140	0.000
1.018	0.031	26	1.040	1.173	0.000
1.049	0.055	27	1.080	1.207	0.000
1.104	0.028	28	1.120	1.256	0.000
1.132	0.055	29	1.160	1.290	0.000
1.187	0.031	30	1.200	1.308	0.000
1.219	0.030	31	1.240	1.341	0.000
1.249	0.053	32	1.280	1.374	0.000
1.301	0.031	33	1.320	1.424	0.000
1.332	0.053	34	1.360	1.458	0.000
1.385	0.034	35	1.400	1.508	0.000
1.419	0.030	36	1.440	1.541	0.000
1.449	0.053	37	1.480	1.574	0.000
1.502	0.030	38	1.520	1.672	0.000
1.532	0.053	39	1.560	1.706	0.000
1.585	0.034	40	1.600	1.756	0.000
1.619	0.030	41	1.640	1.789	0.000
1.649	0.053	42	1.680	1.822	0.000
1.702	0.030	43	1.720	1.872	0.000
1.732	0.067	44	1.760	1.906	0.000
1.799	0.034	45	1.800	1.924	0.000
1.832	0.016	46	1.840	1.977	0.000
1.849	0.053	47	1.880	1.990	0.000
1.901	0.030	48	1.920	2.040	0.000
1.932	0.053	49	1.960	2.073	0.000
1.985	0.034	50	2.000	2.123	1.999
2.018	0.030	51	2.040	2.157	1.999
2.049	0.054	52	2.080	2.190	1.999
2.103	0.029	53	2.120	2.153	1.999
2.132	0.053	54	2.160	2.186	1.999
2.185	0.047	55	2.200	2.236	1.999
2.232	0.036	56	2.240	2.269	1.999
2.268	0.035	57	2.280	2.319	1.999
2.303	0.029	58	2.320	2.353	1.999
2.332	0.053	59	2.360	2.386	1.999
2.385	0.034	60	2.400	2.436	1.999
2.418	0.030	61	2.440	2.518	1.999
2.448	0.053	62	2.480	2.551	1.999
2.502	0.030	63	2.520	2.601	1.999
2.532	0.053	64	2.560	2.634	1.999
2.585	0.033	65	2.600	2.684	1.999
2.618	0.030	66	2.640	2.717	1.999
2.648	0.054	67	2.680	2.751	1.999
2.703	0.029	68	2.720	2.801	1.999
2.732	0.055	69	2.760	2.786	1.999
2.787	0.032	70	2.800	2.836	1.999
2.818	0.030	71	2.840	2.869	1.999
2.848	0.053	72	2.880	2.903	1.999
