onset	duration	lh_orientation	rh_orientation
0.2202	3.000	90	90
8.2343	3.000	90	none
16.2982	3.000	135	135
24.2453	3.000	90	0
32.2427	3.000	90	none
40.2583	3.000	135	90
48.3380	3.000	135	135
56.2846	3.000	none	135
64.2317	3.000	0	45
72.2121	3.000	90	45
80.2260	3.000	none	45
88.3403	3.000	135	135
96.2871	3.000	0	0
104.2850	3.000	none	0
112.2485	3.000	135	45
120.2789	3.000	0	0
128.2933	3.000	none	0
136.2569	3.000	45	135
144.2540	3.000	0	90
152.2847	3.000	none	90
160.2495	3.000	45	135
168.1959	3.000	45	45
176.2430	3.000	90	0
184.2902	3.000	none	0
192.2377	3.000	45	90
200.2514	3.000	90	0
208.2340	3.000	90	none
216.2461	3.000	0	45
224.2277	3.000	45	90
232.2404	3.000	45	none
