onset	duration	lh_orientation	rh_orientation
0.2981	3.000	90	0
8.2287	3.000	45	0
16.2091	3.000	45	none
24.1731	3.000	45	45
32.2205	3.000	0	90
40.2680	3.000	0	none
48.2483	3.000	0	45
56.2289	3.000	0	90
64.2259	3.000	none	90
72.2734	3.000	0	0
80.2706	3.000	135	135
88.2845	3.000	none	135
96.2318	3.000	45	135
104.2291	3.000	135	90
112.2932	3.000	135	none
120.2068	3.000	135	45
128.1875	3.000	90	90
136.2352	3.000	90	none
144.2984	3.000	135	135
152.2290	3.000	90	135
160.2264	3.000	90	none
168.2235	3.000	45	135
176.2384	3.000	135	90
184.2682	3.000	none	90
192.2155	3.000	45	45
200.2794	3.000	90	0
208.2598	3.000	90	none
216.1910	3.000	90	45
224.2709	3.000	0	0
232.3192	3.000	0	none
