onset	duration	lh_orientation	rh_orientation
0.2357	3.000	45	90
8.2663	3.000	none	90
16.2802	3.000	135	0
24.2608	3.000	45	135
32.2757	3.000	none	135
40.2386	3.000	135	90
48.2536	3.000	90	0
56.2855	3.000	none	0
64.2803	3.000	0	0
72.2447	3.000	90	135
80.3098	3.000	90	none
88.2221	3.000	0	45
96.3028	3.000	135	135
104.2841	3.000	none	135
112.2839	3.000	90	135
120.2611	3.000	0	45
128.2084	3.000	90	45
136.2558	3.000	none	45
144.2028	3.000	90	45
152.2003	3.000	45	90
160.2642	3.000	45	none
168.2281	3.000	45	90
176.2256	3.000	0	45
184.2728	3.000	0	none
192.3375	3.000	135	0
200.2502	3.000	0	90
208.3153	3.000	0	none
216.3282	3.000	135	0
224.2420	3.000	45	135
232.2226	3.000	45	none
