onset	duration	lh_orientation	rh_orientation
0.2792	3.000	0	45
7.9616	3.000	0	none
15.9738	3.000	45	135
23.9211	3.000	45	135
31.9683	3.000	none	135
39.9654	3.000	135	90
47.9628	3.000	135	45
55.9267	3.000	none	45
63.8907	3.000	90	45
71.9731	3.000	0	0
79.9851	3.000	0	none
87.9684	3.000	0	0
95.9128	3.000	45	135
103.9607	3.000	none	135
111.9081	3.000	90	45
119.9048	3.000	45	90
127.9535	3.000	none	90
135.9157	3.000	45	135
143.9130	3.000	90	0
151.9102	3.000	90	none
159.9747	3.000	0	135
168.0049	3.000	135	0
175.9686	3.000	135	0
183.9660	3.000	135	none
191.9464	3.000	0	90
199.8772	3.000	90	45
207.9257	3.000	none	45
215.8882	3.000	90	90
223.9354	3.000	135	90
231.9995	3.000	135	none
