onset	duration	lh_orientation	rh_orientation
0.3806	3.000	0	135
8.3956	3.000	none	135
16.3420	3.000	90	135
24.2224	3.000	90	45
32.2701	3.000	none	45
40.3173	3.000	45	0
48.3475	3.000	135	90
56.3447	3.000	135	none
64.3087	3.000	135	90
72.3061	3.000	0	0
80.3365	3.000	0	none
88.2338	3.000	45	90
96.2475	3.000	45	135
104.2616	3.000	45	none
112.3091	3.000	135	0
120.2893	3.000	90	135
128.2532	3.000	90	none
136.2004	3.000	45	45
144.2981	3.000	0	0
152.3451	3.000	0	none
160.2257	3.000	90	90
168.2395	3.000	0	45
176.2700	3.000	0	90
184.2847	3.000	0	none
192.2657	3.000	135	45
200.2619	3.000	90	135
208.2765	3.000	90	none
216.2065	3.000	45	45
224.3216	3.000	135	0
232.2843	3.000	none	0
