onset	duration	lh_orientation	rh_orientation
0.2499	3.000	90	135
7.9614	3.000	none	135
15.8759	3.000	90	45
23.8893	3.000	45	90
31.9533	3.000	45	none
39.9671	3.000	0	135
47.9977	3.000	135	135
55.8951	3.000	90	90
63.9255	3.000	none	90
71.9228	3.000	135	90
79.9704	3.000	0	0
87.9673	3.000	0	none
96.0147	3.000	0	0
104.0119	3.000	135	0
111.9758	3.000	none	0
119.8898	3.000	45	45
127.8874	3.000	90	45
135.9341	3.000	90	none
143.9989	3.000	0	0
151.8788	3.000	45	45
159.9258	3.000	45	none
167.9399	3.000	135	45
176.0037	3.000	135	0
183.9676	3.000	none	0
191.9821	3.000	0	135
199.9456	3.000	45	135
207.9928	3.000	none	135
215.9066	3.000	45	90
223.9212	3.000	90	90
231.9513	3.000	none	90
