onset	duration	lh_orientation	rh_orientation
0.1690	3.000	135	0
8.3171	3.000	none	0
16.1472	3.000	45	135
24.1617	3.000	0	45
32.2926	3.000	0	none
40.1895	3.000	90	0
48.1537	3.000	90	135
56.2846	3.000	90	none
64.1811	3.000	135	135
72.1617	3.000	45	0
80.2765	3.000	45	none
88.1396	3.000	45	45
96.1203	3.000	90	90
104.2840	3.000	none	90
112.1486	3.000	90	45
120.1631	3.000	135	45
128.1272	3.000	45	90
136.3068	3.000	none	90
144.1710	3.000	135	90
152.1691	3.000	0	45
160.2996	3.000	0	none
168.2137	3.000	0	135
176.1777	3.000	0	90
184.2747	3.000	0	none
192.2215	3.000	0	0
200.1365	3.000	90	90
208.2992	3.000	none	90
216.2304	3.000	135	135
224.1780	3.000	45	0
232.2606	3.000	45	none
