onset	duration	lh_orientation	rh_orientation
0.1271	3.000	90	90
8.2894	3.000	none	90
16.2032	3.000	135	0
24.2014	3.000	0	0
32.3151	3.000	0	none
40.1790	3.000	45	135
48.1436	3.000	90	90
56.3065	3.000	none	90
64.2208	3.000	0	135
72.1854	3.000	135	135
80.1830	3.000	135	135
88.2982	3.000	135	none
96.1606	3.000	90	45
104.1406	3.000	135	90
112.3046	3.000	none	90
120.1689	3.000	0	45
128.1176	3.000	45	45
136.2862	3.000	45	none
144.1610	3.000	45	135
152.1419	3.000	45	90
160.2885	3.000	none	90
168.1191	3.000	45	45
176.1675	3.000	0	90
184.2802	3.000	none	90
192.1945	3.000	90	0
200.2094	3.000	0	0
208.3222	3.000	none	0
216.1866	3.000	90	0
224.1679	3.000	135	45
232.2641	3.000	none	45
