onset	duration	lh_orientation	rh_orientation
0.1822	3.000	0	135
8.2853	3.000	0	none
16.1605	3.000	90	90
24.1583	3.000	90	135
32.3211	3.000	none	135
40.1518	3.000	45	90
48.2008	3.000	0	0
56.2965	3.000	none	0
64.1776	3.000	135	45
72.1921	3.000	135	0
80.3217	3.000	none	0
88.2195	3.000	0	135
96.1175	3.000	45	90
104.2636	3.000	none	90
112.1279	3.000	45	45
120.1593	3.000	135	45
128.2889	3.000	none	45
136.2206	3.000	135	135
144.1681	3.000	0	45
152.1152	3.000	45	90
160.2782	3.000	none	90
168.1427	3.000	90	45
176.1573	3.000	90	135
184.3037	3.000	none	135
192.2010	3.000	135	0
200.1493	3.000	90	0
208.3286	3.000	none	0
216.1938	3.000	0	90
224.1579	3.000	45	0
232.2882	3.000	45	none
