onset	duration	lh_orientation	rh_orientation
0.1782	3.000	0	135
8.3085	3.000	0	none
16.1895	3.000	0	135
24.1540	3.000	90	135
32.3171	3.000	none	135
40.1653	3.000	90	0
48.1961	3.000	135	135
56.3426	3.000	none	135
64.1235	3.000	90	45
72.1212	3.000	45	45
80.2520	3.000	45	none
88.2153	3.000	0	0
96.1302	3.000	45	45
104.2440	3.000	45	none
112.1405	3.000	45	45
120.1717	3.000	90	0
128.2530	3.000	90	none
136.1492	3.000	90	0
144.1298	3.000	135	45
152.3108	3.000	none	45
160.1750	3.000	45	0
168.2060	3.000	135	135
176.3187	3.000	none	135
184.1839	3.000	0	90
192.1640	3.000	135	90
200.3121	3.000	135	none
208.1590	3.000	135	90
216.1732	3.000	0	90
224.3261	3.000	0	none
232.1345	3.000	45	90
