onset	duration	lh_orientation	rh_orientation
0.1528	3.000	45	90
8.2674	3.000	45	none
16.2142	3.000	0	0
24.1621	3.000	90	0
32.1428	3.000	135	45
40.2954	3.000	135	none
48.1534	3.000	135	90
56.1512	3.000	90	135
64.2492	3.000	90	none
72.1784	3.000	45	135
80.1435	3.000	45	45
88.2580	3.000	45	none
96.1705	3.000	45	0
104.1687	3.000	90	135
112.2818	3.000	none	135
120.2128	3.000	135	0
128.1265	3.000	90	90
136.2578	3.000	90	none
144.2045	3.000	135	135
152.1857	3.000	0	0
160.2665	3.000	none	0
168.1802	3.000	45	135
176.1271	3.000	90	90
184.2416	3.000	90	none
192.1725	3.000	0	45
200.1532	3.000	0	45
208.2829	3.000	none	45
216.1805	3.000	135	45
224.1784	3.000	0	90
232.2969	3.000	0	none
