onset	duration	lh_orientation	rh_orientation
0.1588	3.000	0	90
8.2899	3.000	none	90
16.2201	3.000	0	135
24.1850	3.000	135	135
32.2979	3.000	none	135
40.1954	3.000	0	90
48.1601	3.000	45	135
56.2739	3.000	45	none
64.1541	3.000	90	90
72.2022	3.000	0	0
80.3151	3.000	none	0
88.1963	3.000	135	135
96.1606	3.000	45	0
104.2580	3.000	45	none
112.1546	3.000	45	45
120.1195	3.000	90	45
128.2681	3.000	90	none
136.1798	3.000	135	45
144.1613	3.000	135	90
152.2801	3.000	135	none
160.1551	3.000	45	0
168.1692	3.000	135	90
176.3160	3.000	135	none
184.1639	3.000	90	45
192.2112	3.000	0	0
200.3250	3.000	0	none
208.1890	3.000	90	135
216.1864	3.000	90	0
224.2667	3.000	90	none
232.1643	3.000	45	45
