onset	duration	frameidx	videotime	audiotime
0.025	0.033	1	0.040	2.626
0.058	0.033	2	0.080	2.659
0.091	0.033	3	0.120	2.692
0.125	0.167	4	0.160	2.725
0.292	0.042	5	0.200	0.141
0.333	0.050	6	0.240	0.183
0.383	0.050	7	0.280	0.233
0.433	0.025	8	0.320	0.283
0.458	0.050	9	0.360	0.308
0.508	0.050	10	0.400	0.358
0.558	0.025	11	0.440	0.408
0.583	0.050	12	0.480	0.433
0.633	0.050	13	0.520	0.483
0.683	0.025	14	0.560	0.533
0.708	0.050	15	0.600	0.558
0.758	0.025	16	0.640	0.984
0.783	0.050	17	0.680	1.009
0.833	0.050	18	0.720	1.059
0.883	0.025	19	0.760	1.109
0.908	0.050	20	0.800	1.134
0.958	0.025	21	0.840	1.184
0.983	0.050	22	0.880	1.209
1.033	0.050	23	0.920	1.259
1.083	0.025	24	0.960	1.317
1.108	0.050	25	1.000	1.342
1.158	0.025	26	1.040	1.392
1.183	0.050	27	1.080	1.417
1.233	0.050	28	1.120	1.467
1.283	0.025	29	1.160	1.517
1.308	0.050	30	1.200	1.542
1.358	0.025	31	1.240	1.592
1.383	0.050	32	1.280	1.625
1.433	0.050	33	1.320	1.675
1.483	0.025	34	1.360	1.725
1.508	0.050	35	1.400	1.750
1.558	0.025	36	1.440	1.800
1.584	0.050	37	1.480	1.825
1.633	0.050	38	1.520	1.875
1.684	0.025	39	1.560	1.846
1.709	0.050	40	1.600	1.871
1.758	0.025	41	1.640	1.921
1.784	0.050	42	1.680	1.946
1.834	0.050	43	1.720	1.996
1.883	0.025	44	1.760	2.046
1.909	0.050	45	1.800	2.071
1.959	0.025	46	1.840	2.121
1.984	0.050	47	1.880	2.146
2.034	0.050	48	1.920	2.196
2.084	0.025	49	1.960	2.246
2.109	0.050	50	2.000	2.271
2.159	0.025	51	2.040	2.321
2.184	0.050	52	2.080	2.346
2.234	0.050	53	2.120	2.396
2.284	0.025	54	2.160	2.446
2.309	0.050	55	2.200	2.534
2.359	0.025	56	2.240	2.584
2.384	0.050	57	2.280	2.609
2.434	0.050	58	2.320	2.659
2.484	0.025	59	2.360	2.709
2.509	0.050	60	2.400	2.734
2.559	0.025	61	2.440	2.784
2.584	0.050	62	2.480	2.809
2.634	0.050	63	2.520	2.867
2.684	0.025	64	2.560	2.917
2.709	0.050	65	2.600	2.942
2.759	0.025	66	2.640	2.992
2.784	0.050	67	2.680	3.017
2.834	0.050	68	2.720	3.067
2.884	0.025	69	2.760	3.117
2.909	0.050	70	2.800	3.142
2.959	0.025	71	2.840	3.200
2.984	0.050	72	2.880	3.225
3.034	0.050	73	2.920	3.275
3.084	0.025	74	2.960	3.325
3.109	0.050	75	3.000	3.350
3.159	0.025	76	3.040	3.400
3.184	0.050	77	3.080	3.425
3.234	0.050	78	3.120	3.396
3.284	0.025	79	3.160	3.446
3.309	0.050	80	3.200	3.471
3.359	0.025	81	3.240	3.521
3.384	0.050	82	3.280	3.546
3.434	0.050	83	3.320	3.596
3.484	0.025	84	3.360	3.646
3.509	0.050	85	3.400	3.671
3.559	0.025	86	3.440	3.721
3.584	0.050	87	3.480	3.746
3.634	0.050	88	3.520	3.796
3.684	0.025	89	3.560	3.846
3.709	0.050	90	3.600	3.871
3.759	0.025	91	3.640	3.921
3.784	0.050	92	3.680	3.946
3.834	0.050	93	3.720	3.996
3.884	0.025	94	3.760	4.109
3.909	0.050	95	3.800	4.134
3.959	0.025	96	3.840	4.184
3.984	0.050	97	3.880	4.209
4.034	0.050	98	3.920	4.259
4.084	0.025	99	3.960	4.309
4.109	0.050	100	4.000	4.335
4.159	0.025	101	4.040	4.384
4.184	0.050	102	4.080	4.418
4.234	0.050	103	4.120	4.467
4.284	0.025	104	4.160	4.517
4.309	0.050	105	4.200	4.543
4.359	0.025	106	4.240	4.593
4.384	0.050	107	4.280	4.618
4.434	0.050	108	4.320	4.668
4.484	0.025	109	4.360	4.726
4.509	0.050	110	4.400	4.751
4.559	0.025	111	4.440	4.801
4.584	0.050	112	4.480	4.826
4.634	0.050	113	4.520	4.876
4.684	0.025	114	4.560	4.926
4.709	0.050	115	4.600	4.951
4.759	0.025	116	4.640	5.001
4.784	0.050	117	4.680	5.026
4.834	0.050	118	4.720	4.997
4.884	0.025	119	4.760	5.047
4.909	0.050	120	4.800	5.072
4.959	0.025	121	4.840	5.122
4.984	0.050	122	4.880	5.147
5.034	0.050	123	4.920	5.197
5.084	0.025	124	4.960	5.247
5.109	0.050	125	5.000	5.272
5.159	0.025	126	5.040	5.322
5.184	0.050	127	5.080	5.347
5.234	0.050	128	5.120	5.397
5.284	0.025	129	5.160	5.447
5.309	0.050	130	5.200	5.472
5.359	0.025	131	5.240	5.522
5.384	0.050	132	5.280	5.547
5.434	0.050	133	5.320	5.660
5.484	0.025	134	5.360	5.710
5.509	0.050	135	5.400	5.735
5.559	0.025	136	5.440	5.785
5.584	0.050	137	5.480	5.810
5.634	0.050	138	5.520	5.860
5.684	0.025	139	5.560	5.910
5.709	0.050	140	5.600	5.935
5.759	0.025	141	5.640	5.993
5.784	0.050	142	5.680	6.018
5.834	0.050	143	5.720	6.068
5.884	0.025	144	5.760	6.118
5.909	0.050	145	5.800	6.143
5.959	0.025	146	5.840	6.193
5.984	0.050	147	5.880	6.218
6.034	0.050	148	5.920	6.268
6.084	0.025	149	5.960	6.366
6.109	0.050	150	6.000	6.391
6.159	0.025	151	6.040	6.441
6.184	0.050	152	6.080	6.466
6.234	0.050	153	6.120	6.516
6.284	0.025	154	6.160	6.566
6.309	0.050	155	6.200	6.591
6.359	0.025	156	6.240	6.522
6.384	0.050	157	6.280	6.547
6.434	0.050	158	6.320	6.597
6.484	0.025	159	6.360	6.647
6.509	0.050	160	6.400	6.672
6.560	0.025	161	6.440	6.722
6.584	0.050	162	6.480	6.747
6.635	0.050	163	6.520	6.797
6.685	0.025	164	6.560	6.847
6.709	0.050	165	6.600	6.872
6.760	0.025	166	6.640	6.922
6.785	0.050	167	6.680	6.947
6.834	0.050	168	6.720	6.997
6.885	0.025	169	6.760	7.047
6.910	0.050	170	6.800	7.072
6.959	0.025	171	6.840	7.122
6.985	0.050	172	6.880	7.250
7.035	0.050	173	6.920	7.300
7.085	0.025	174	6.960	7.350
7.110	0.050	175	7.000	7.375
7.160	0.025	176	7.040	7.425
7.185	0.050	177	7.080	7.450
7.235	0.050	178	7.120	7.500
7.285	0.025	179	7.160	7.550
7.310	0.050	180	7.200	7.543
7.360	0.025	181	7.240	7.593
7.385	0.050	182	7.280	7.618
7.435	0.050	183	7.320	7.668
7.485	0.025	184	7.360	7.718
7.510	0.050	185	7.400	7.743
7.560	0.025	186	7.440	7.793
7.585	0.050	187	7.480	7.818
7.635	0.050	188	7.520	7.836
7.685	0.025	189	7.560	7.886
7.710	0.050	190	7.600	7.911
7.760	0.025	191	7.640	7.961
7.785	0.050	192	7.680	7.986
7.835	0.050	193	7.720	8.036
7.885	0.025	194	7.760	8.086
7.910	0.050	195	7.800	8.111
7.960	0.025	196	7.840	8.122
7.985	0.050	197	7.880	8.147
8.035	0.050	198	7.920	8.197
8.085	0.025	199	7.960	8.247
8.110	0.050	200	8.000	8.272
8.160	0.025	201	8.040	8.322
8.185	0.050	202	8.080	8.347
8.235	0.050	203	8.120	8.397
8.285	0.025	204	8.160	8.447
8.310	0.050	205	8.200	8.472
8.360	0.025	206	8.240	8.522
8.385	0.050	207	8.280	8.547
8.435	0.050	208	8.320	8.597
8.485	0.025	209	8.360	8.647
8.510	0.050	210	8.400	8.672
8.560	0.025	211	8.440	8.785
8.585	0.050	212	8.480	8.810
8.635	0.050	213	8.520	8.860
8.685	0.025	214	8.560	8.910
8.710	0.050	215	8.600	8.935
8.760	0.025	216	8.640	8.985
8.785	0.050	217	8.680	9.010
8.835	0.050	218	8.720	9.060
8.885	0.025	219	8.760	9.158
8.910	0.050	220	8.800	9.183
8.960	0.025	221	8.840	9.233
8.985	0.050	222	8.880	9.258
9.035	0.050	223	8.920	9.308
9.085	0.025	224	8.960	9.358
9.110	0.050	225	9.000	9.384
9.160	0.025	226	9.040	9.442
9.185	0.050	227	9.080	9.467
9.235	0.050	228	9.120	9.516
9.285	0.025	229	9.160	9.566
9.310	0.050	230	9.200	9.592
9.360	0.025	231	9.240	9.642
9.385	0.050	232	9.280	9.667
9.435	0.050	233	9.320	9.717
9.485	0.025	234	9.360	9.648
9.510	0.050	235	9.400	9.673
9.560	0.025	236	9.440	9.723
9.585	0.050	237	9.480	9.748
9.635	0.050	238	9.520	9.798
9.685	0.025	239	9.560	9.848
9.710	0.050	240	9.600	9.873
9.760	0.025	241	9.640	9.923
9.785	0.050	242	9.680	9.948
9.835	0.050	243	9.720	9.998
9.885	0.025	244	9.760	10.048
9.910	0.050	245	9.800	10.073
9.960	0.025	246	9.840	10.123
9.985	0.050	247	9.880	10.148
10.035	0.050	248	9.920	10.198
10.085	0.025	249	9.960	10.248
10.110	0.050	250	10.000	10.336
10.160	0.025	251	10.040	10.386
10.185	0.050	252	10.080	10.411
10.235	0.050	253	10.120	10.461
10.285	0.025	254	10.160	10.511
10.310	0.050	255	10.200	10.536
10.360	0.025	256	10.240	10.586
10.385	0.050	257	10.280	10.611
10.435	0.050	258	10.320	10.629
10.485	0.025	259	10.360	10.679
10.510	0.050	260	10.400	10.704
10.560	0.025	261	10.440	10.754
10.585	0.050	262	10.480	10.779
10.635	0.050	263	10.520	10.829
10.685	0.025	264	10.560	10.879
10.710	0.050	265	10.600	10.904
10.760	0.025	266	10.640	11.002
10.785	0.050	267	10.680	11.027
10.835	0.050	268	10.720	11.077
10.885	0.025	269	10.760	11.127
10.910	0.050	270	10.800	11.152
10.960	0.025	271	10.840	11.202
10.985	0.050	272	10.880	11.227
11.035	0.050	273	10.920	11.198
11.085	0.025	274	10.960	11.248
11.110	0.050	275	11.000	11.273
11.160	0.025	276	11.040	11.323
11.185	0.050	277	11.080	11.348
11.235	0.050	278	11.120	11.398
11.285	0.025	279	11.160	11.448
11.310	0.050	280	11.200	11.473
11.360	0.025	281	11.240	11.523
11.385	0.050	282	11.280	11.548
11.435	0.050	283	11.320	11.598
11.486	0.025	284	11.360	11.648
11.511	0.050	285	11.400	11.673
11.561	0.025	286	11.440	11.723
11.586	0.050	287	11.480	11.748
11.636	0.050	288	11.520	11.798
11.686	0.025	289	11.560	11.951
11.711	0.050	290	11.600	11.976
11.761	0.025	291	11.640	12.026
11.785	0.050	292	11.680	12.051
11.836	0.050	293	11.720	12.101
11.886	0.025	294	11.760	12.151
11.910	0.050	295	11.800	12.176
11.961	0.025	296	11.840	12.226
11.986	0.050	297	11.880	12.219
12.036	0.050	298	11.920	12.269
12.086	0.025	299	11.960	12.319
12.111	0.050	300	12.000	12.344
12.161	0.025	301	12.040	12.394
12.186	0.050	302	12.080	12.419
12.236	0.050	303	12.120	12.469
12.286	0.025	304	12.160	12.487
12.311	0.050	305	12.200	12.512
12.361	0.025	306	12.240	12.562
12.386	0.050	307	12.280	12.587
12.436	0.050	308	12.320	12.637
12.486	0.025	309	12.360	12.687
12.511	0.050	310	12.400	12.712
12.561	0.025	311	12.440	12.762
12.586	0.050	312	12.480	12.787
12.636	0.050	313	12.520	12.798
12.686	0.025	314	12.560	12.848
12.711	0.050	315	12.600	12.873
12.761	0.025	316	12.640	12.923
12.786	0.050	317	12.680	12.948
12.836	0.050	318	12.720	12.998
12.886	0.025	319	12.760	13.048
12.911	0.050	320	12.800	13.073
12.961	0.025	321	12.840	13.123
12.986	0.050	322	12.880	13.148
13.036	0.050	323	12.920	13.198
13.086	0.025	324	12.960	13.248
13.111	0.050	325	13.000	13.273
13.161	0.025	326	13.040	13.323
13.186	0.050	327	13.080	13.348
13.236	0.050	328	13.120	13.461
13.286	0.025	329	13.160	13.511
13.311	0.050	330	13.200	13.536
13.361	0.025	331	13.240	13.586
13.386	0.050	332	13.280	13.611
13.436	0.050	333	13.320	13.661
13.486	0.025	334	13.360	13.711
13.511	0.050	335	13.400	13.736
13.561	0.025	336	13.440	13.834
13.586	0.050	337	13.480	13.859
13.636	0.050	338	13.520	13.909
13.686	0.025	339	13.560	13.959
13.711	0.050	340	13.600	13.984
13.761	0.025	341	13.640	14.034
13.786	0.050	342	13.680	14.059
13.836	0.050	343	13.720	14.109
13.886	0.025	344	13.760	14.167
13.911	0.050	345	13.800	14.192
13.961	0.025	346	13.840	14.242
13.986	0.050	347	13.880	14.267
14.036	0.050	348	13.920	14.317
14.086	0.025	349	13.960	14.367
14.111	0.050	350	14.000	14.392
14.161	0.025	351	14.040	14.323
14.186	0.050	352	14.080	14.349
14.236	0.050	353	14.120	14.399
14.286	0.025	354	14.160	14.449
14.311	0.050	355	14.200	14.474
14.361	0.025	356	14.240	14.524
14.386	0.050	357	14.280	14.549
14.436	0.050	358	14.320	14.599
14.486	0.025	359	14.360	14.648
14.511	0.050	360	14.400	14.674
14.561	0.025	361	14.440	14.724
14.586	0.050	362	14.480	14.749
14.636	0.050	363	14.520	14.799
14.686	0.025	364	14.560	14.849
14.711	0.050	365	14.600	14.874
14.761	0.025	366	14.640	14.924
14.786	0.050	367	14.680	15.052
14.836	0.050	368	14.720	15.102
