onset	duration	frameidx	videotime	audiotime	lasttrigger
0.050	0.033	1	0.040	0.000	0.000
0.083	0.020	2	0.080	0.000	0.000
0.103	0.030	3	0.120	0.000	0.000
0.133	0.067	4	0.160	0.000	0.000
0.200	0.033	5	0.200	0.000	0.000
0.233	0.016	6	0.240	0.000	0.000
0.250	0.066	7	0.280	0.000	0.000
0.316	0.037	8	0.320	0.000	0.000
0.354	0.033	9	0.360	0.000	0.000
0.386	0.033	10	0.400	0.000	0.000
0.419	0.030	11	0.440	0.000	0.000
0.450	0.054	12	0.480	0.000	0.000
0.503	0.030	13	0.520	0.000	0.000
0.533	0.053	14	0.560	0.000	0.000
0.586	0.033	15	0.600	0.000	0.000
0.619	0.030	16	0.640	0.000	0.000
0.650	0.053	17	0.680	0.000	0.000
0.703	0.030	18	0.720	0.000	0.000
0.733	0.067	19	0.760	0.000	0.000
0.800	0.050	20	0.800	0.000	0.000
0.850	0.019	21	0.840	1.061	0.000
0.869	0.033	22	0.880	1.078	0.000
0.903	0.030	23	0.920	1.111	0.000
0.933	0.053	24	0.960	1.144	0.000
0.986	0.034	25	1.000	1.194	0.000
1.020	0.029	26	1.040	1.228	0.000
1.049	0.055	27	1.080	1.261	0.000
1.104	0.028	28	1.120	1.311	0.000
1.133	0.054	29	1.160	1.392	0.000
1.187	0.032	30	1.200	1.442	0.000
1.219	0.030	31	1.240	1.476	0.000
1.249	0.053	32	1.280	1.509	0.000
1.303	0.030	33	1.320	1.559	0.000
1.333	0.053	34	1.360	1.592	0.000
1.386	0.047	35	1.400	1.642	0.000
1.432	0.036	36	1.440	1.564	0.000
1.469	0.034	37	1.480	1.613	0.000
1.502	0.030	38	1.520	1.647	0.000
1.532	0.053	39	1.560	1.680	0.000
1.586	0.034	40	1.600	1.730	0.000
1.620	0.029	41	1.640	1.763	0.000
1.649	0.054	42	1.680	1.797	0.000
1.703	0.029	43	1.720	1.847	0.000
1.732	0.067	44	1.760	1.888	0.000
1.799	0.050	45	1.800	1.938	0.000
1.849	0.019	46	1.840	2.004	0.000
1.869	0.034	47	1.880	2.021	0.000
1.903	0.029	48	1.920	2.054	0.000
1.932	0.053	49	1.960	2.088	0.000
1.986	0.047	50	2.000	2.138	2.000
2.032	0.036	51	2.040	2.171	2.000
2.068	0.035	52	2.080	2.174	2.000
2.104	0.029	53	2.120	2.207	2.000
2.132	0.053	54	2.160	2.241	2.000
2.186	0.035	55	2.200	2.291	2.000
2.221	0.028	56	2.240	2.324	2.000
2.249	0.054	57	2.280	2.357	2.000
2.303	0.029	58	2.320	2.407	2.000
2.332	0.053	59	2.360	2.441	2.000
2.385	0.033	60	2.400	2.539	2.000
2.419	0.030	61	2.440	2.572	2.000
2.449	0.053	62	2.480	2.605	2.000
2.502	0.030	63	2.520	2.655	2.000
2.532	0.053	64	2.560	2.689	2.000
2.585	0.034	65	2.600	2.739	2.000
2.620	0.029	66	2.640	2.772	2.000
2.649	0.084	67	2.680	2.805	2.000
2.732	0.019	68	2.720	2.840	2.000
2.752	0.033	69	2.760	2.857	2.000
2.785	0.034	70	2.800	2.891	2.000
2.819	0.030	71	2.840	2.924	2.000
2.849	0.053	72	2.880	2.957	2.000
2.902	0.030	73	2.920	3.007	2.000
2.932	0.053	74	2.960	3.041	2.000
2.986	0.046	75	3.000	3.138	2.000
3.032	0.036	76	3.040	3.172	2.000
3.068	0.034	77	3.080	3.222	2.000
3.102	0.030	78	3.120	3.255	2.000
3.132	0.053	79	3.160	3.288	2.000
3.186	0.046	80	3.200	3.339	2.000
3.232	0.036	81	3.240	3.372	2.000
3.268	0.034	82	3.280	3.422	2.000
3.303	0.029	83	3.320	3.574	2.000
3.332	0.053	84	3.360	3.607	2.000
3.385	0.034	85	3.400	3.657	2.000
3.418	0.030	86	3.440	3.691	2.000
3.449	0.054	87	3.480	3.724	2.000
3.502	0.030	88	3.520	3.774	2.000
3.532	0.054	89	3.560	3.807	2.000
3.586	0.033	90	3.600	3.857	2.000
3.619	0.029	91	3.640	3.779	2.000
3.649	0.067	92	3.680	3.812	2.000
3.715	0.036	93	3.720	3.862	2.000
3.751	0.034	94	3.760	3.912	2.000
3.785	0.047	95	3.800	3.945	2.000
3.832	0.036	96	3.840	3.978	2.000
3.868	0.034	97	3.880	4.028	2.000
3.902	0.030	98	3.920	4.062	2.000
3.932	0.053	99	3.960	4.223	2.000
3.985	0.034	100	4.000	4.273	3.999
4.019	0.030	101	4.040	4.307	3.999
4.048	0.053	102	4.080	4.340	3.999
4.102	0.030	103	4.120	4.390	3.999
4.132	0.054	104	4.160	4.423	3.999
4.185	0.036	105	4.200	4.473	3.999
4.221	0.027	106	4.240	4.507	3.999
4.248	0.053	107	4.280	4.333	3.999
4.301	0.030	108	4.320	4.383	3.999
4.332	0.053	109	4.360	4.416	3.999
4.385	0.033	110	4.400	4.466	3.999
4.418	0.030	111	4.440	4.500	3.999
4.448	0.053	112	4.480	4.533	3.999
4.502	0.030	113	4.520	4.583	3.999
4.532	0.053	114	4.560	4.616	3.999
4.585	0.033	115	4.600	4.714	3.999
4.618	0.031	116	4.640	4.747	3.999
4.648	0.055	117	4.680	4.781	3.999
4.703	0.028	118	4.720	4.830	3.999
4.732	0.055	119	4.760	4.864	3.999
4.787	0.033	120	4.800	4.914	3.999
4.819	0.029	121	4.840	4.947	3.999
4.848	0.054	122	4.880	4.933	3.999
4.902	0.030	123	4.920	4.983	3.999
4.932	0.055	124	4.960	5.016	3.999
4.986	0.033	125	5.000	5.066	3.999
5.019	0.029	126	5.040	5.099	3.999
5.048	0.055	127	5.080	5.133	3.999
5.103	0.028	128	5.120	5.183	3.999
5.131	0.053	129	5.160	5.216	3.999
5.185	0.033	130	5.200	5.314	3.999
5.218	0.030	131	5.240	5.348	3.999
5.248	0.054	132	5.280	5.381	3.999
5.302	0.030	133	5.320	5.431	3.999
5.331	0.053	134	5.360	5.464	3.999
5.385	0.030	135	5.400	5.514	3.999
5.415	0.054	136	5.440	5.547	3.999
5.469	0.032	137	5.480	5.597	3.999
5.501	0.030	138	5.520	5.589	3.999
5.531	0.054	139	5.560	5.622	3.999
5.585	0.030	140	5.600	5.673	3.999
5.615	0.053	141	5.640	5.706	3.999
5.668	0.047	142	5.680	5.756	3.999
5.715	0.036	143	5.720	5.789	3.999
5.750	0.048	144	5.760	5.839	3.999
5.798	0.036	145	5.800	5.921	3.999
5.834	0.034	146	5.840	5.970	3.999
5.869	0.032	147	5.880	6.004	3.999
5.901	0.030	148	5.920	6.037	3.999
5.931	0.054	149	5.960	6.071	3.999
5.986	0.034	150	6.000	6.120	5.998
6.019	0.029	151	6.040	6.154	5.998
6.048	0.067	152	6.080	6.187	5.998
6.114	0.037	153	6.120	6.286	5.998
6.151	0.034	154	6.160	6.335	5.998
6.185	0.029	155	6.200	6.369	5.998
6.214	0.053	156	6.240	6.402	5.998
6.268	0.035	157	6.280	6.452	5.998
6.303	0.028	158	6.320	6.485	5.998
6.331	0.053	159	6.360	6.519	5.998
6.384	0.030	160	6.400	6.569	5.998
6.414	0.053	161	6.440	6.610	5.998
6.467	0.034	162	6.480	6.659	5.998
6.501	0.030	163	6.520	6.693	5.998
6.531	0.067	164	6.560	6.726	5.998
6.598	0.036	165	6.600	6.776	5.998
6.634	0.033	166	6.640	6.826	5.998
6.667	0.034	167	6.680	6.859	5.998
6.701	0.030	168	6.720	6.893	5.998
6.731	0.053	169	6.760	6.839	5.998
6.784	0.030	170	6.800	6.889	5.998
6.814	0.053	171	6.840	6.922	5.998
6.867	0.035	172	6.880	6.972	5.998
6.902	0.029	173	6.920	7.006	5.998
6.931	0.053	174	6.960	7.039	5.998
6.984	0.031	175	7.000	7.089	5.998
7.014	0.053	176	7.040	7.123	5.998
7.067	0.033	177	7.080	7.221	5.998
