onset	duration	frameidx	videotime	audiotime	lasttrigger
0.117	0.053	1	0.040	0.000	0.000
0.170	0.030	2	0.080	0.000	0.000
0.199	0.033	3	0.120	0.000	0.000
0.232	0.020	4	0.160	0.000	0.000
0.252	0.030	5	0.200	0.000	0.000
0.282	0.020	6	0.240	0.000	0.000
0.302	0.014	7	0.280	0.000	0.000
0.316	0.020	8	0.320	0.000	0.000
0.335	0.030	9	0.360	0.000	0.000
0.366	0.053	10	0.400	0.000	0.000
0.419	0.035	11	0.440	0.000	0.000
0.454	0.029	12	0.480	0.000	0.000
0.482	0.053	13	0.520	0.922	0.000
0.535	0.031	14	0.560	0.972	0.000
0.566	0.053	15	0.600	1.005	0.000
0.618	0.034	16	0.640	1.055	0.000
0.652	0.030	17	0.680	1.088	0.000
0.682	0.053	18	0.720	1.122	0.000
0.736	0.030	19	0.760	1.172	0.000
0.766	0.053	20	0.800	0.973	0.000
0.819	0.033	21	0.840	1.022	0.000
0.852	0.030	22	0.880	1.055	0.000
0.882	0.067	23	0.920	1.089	0.000
0.949	0.050	24	0.960	1.139	0.000
0.999	0.033	25	1.000	1.189	0.000
1.032	0.021	26	1.040	1.242	0.000
1.053	0.029	27	1.080	1.256	0.000
1.082	0.067	28	1.120	1.377	0.000
1.149	0.050	29	1.160	1.427	0.000
1.199	0.067	30	1.200	1.477	0.000
1.266	0.017	31	1.240	1.544	0.000
1.282	0.033	32	1.280	1.577	0.000
1.315	0.050	33	1.320	1.594	0.000
1.366	0.033	34	1.360	1.660	0.000
1.399	0.034	35	1.400	1.565	0.000
1.432	0.033	36	1.440	1.619	0.000
1.466	0.037	37	1.480	1.632	0.000
1.503	0.032	38	1.520	1.682	0.000
1.535	0.030	39	1.560	1.715	0.000
1.565	0.067	40	1.600	1.748	0.000
1.632	0.034	41	1.640	1.798	0.000
1.666	0.017	42	1.680	1.852	0.000
1.682	0.054	43	1.720	1.865	0.000
1.736	0.029	44	1.760	2.043	0.000
1.765	0.054	45	1.800	2.076	0.000
1.819	0.034	46	1.840	2.127	0.000
1.853	0.029	47	1.880	2.160	0.000
1.882	0.054	48	1.920	2.193	0.000
1.936	0.030	49	1.960	2.243	0.000
1.965	0.054	50	2.000	2.277	1.999
2.020	0.032	51	2.040	2.160	1.999
2.052	0.030	52	2.080	2.193	1.999
2.082	0.053	53	2.120	2.226	1.999
2.135	0.030	54	2.160	2.276	1.999
2.165	0.053	55	2.200	2.309	1.999
2.218	0.034	56	2.240	2.359	1.999
2.252	0.030	57	2.280	2.393	1.999
2.282	0.054	58	2.320	2.426	1.999
2.336	0.030	59	2.360	2.524	1.999
2.365	0.053	60	2.400	2.557	1.999
2.419	0.033	61	2.440	2.607	1.999
2.452	0.030	62	2.480	2.641	1.999
2.482	0.053	63	2.520	2.674	1.999
2.535	0.030	64	2.560	2.724	1.999
2.565	0.053	65	2.600	2.757	1.999
2.618	0.034	66	2.640	2.807	1.999
2.652	0.030	67	2.680	2.793	1.999
