onset	duration	lh_orientation	rh_orientation
0.1444	3.000	45	45
8.2085	3.000	135	0
16.2058	3.000	none	0
24.1866	3.000	0	90
32.2003	3.000	135	135
40.2139	3.000	135	none
48.1618	3.000	90	90
56.1756	3.000	45	135
64.2061	3.000	none	135
72.2034	3.000	0	135
80.2008	3.000	135	0
88.2148	3.000	135	none
96.1788	3.000	0	45
104.2095	3.000	135	135
112.2068	3.000	135	none
120.2045	3.000	135	0
128.1682	3.000	90	90
136.1820	3.000	none	90
144.1458	3.000	90	45
152.1269	3.000	45	45
160.1573	3.000	none	45
168.1715	3.000	0	45
176.1522	3.000	90	90
184.1828	3.000	none	90
192.1801	3.000	0	90
200.1605	3.000	45	135
208.1913	3.000	none	135
216.1719	3.000	90	0
224.1526	3.000	45	0
232.1666	3.000	45	none
