onset	duration	lh_orientation	rh_orientation
0.1279	3.000	45	90
8.1752	3.000	0	90
16.1724	3.000	none	90
24.1697	3.000	90	135
32.1503	3.000	135	90
40.1977	3.000	135	none
48.1950	3.000	135	135
56.1591	3.000	135	90
64.1902	3.000	135	none
72.1201	3.000	45	45
80.1508	3.000	135	45
88.1814	3.000	none	45
96.2121	3.000	0	135
104.1594	3.000	135	90
112.1735	3.000	none	90
120.1207	3.000	45	45
128.1851	3.000	0	0
136.2153	3.000	none	0
144.1460	3.000	90	45
152.1600	3.000	45	135
160.1739	3.000	45	none
168.2048	3.000	0	135
176.1853	3.000	0	0
184.2155	3.000	none	0
192.1800	3.000	90	0
200.1607	3.000	90	0
208.1745	3.000	90	none
216.1218	3.000	45	45
224.1525	3.000	90	0
232.1664	3.000	90	none
