onset	duration	lh_orientation	rh_orientation
0.1918	3.000	45	0
8.1723	3.000	45	none
16.1698	3.000	90	135
24.1504	3.000	90	90
32.1811	3.000	90	none
40.1784	3.000	45	135
48.2090	3.000	0	135
56.1898	3.000	none	135
64.1535	3.000	45	90
72.2009	3.000	0	135
80.2482	3.000	0	none
88.1954	3.000	0	45
96.1928	3.000	0	90
104.2071	3.000	0	none
112.2042	3.000	135	135
120.1680	3.000	135	45
128.2153	3.000	135	none
136.1796	3.000	135	45
144.1265	3.000	45	90
152.1242	3.000	45	45
160.1547	3.000	none	45
168.1689	3.000	135	90
176.1660	3.000	90	0
184.2133	3.000	none	0
192.1939	3.000	0	0
200.1246	3.000	90	45
208.1720	3.000	none	45
216.1692	3.000	90	0
224.1834	3.000	135	0
232.1970	3.000	135	none
