onset	duration	lh_orientation	rh_orientation
0.1370	3.000	45	90
8.1677	3.000	none	90
16.2149	3.000	135	0
24.1792	3.000	0	90
32.1930	3.000	0	none
40.2068	3.000	0	0
48.1545	3.000	135	45
56.1515	3.000	0	45
64.1823	3.000	none	45
72.1295	3.000	45	45
80.1602	3.000	90	135
88.2074	3.000	none	135
96.2047	3.000	0	0
104.1522	3.000	135	90
112.1993	3.000	135	none
120.1967	3.000	135	135
128.1441	3.000	90	90
136.1580	3.000	90	none
144.1886	3.000	0	135
152.2025	3.000	135	0
160.1832	3.000	135	none
168.1306	3.000	45	45
176.1947	3.000	90	135
184.2090	3.000	none	135
192.1558	3.000	45	135
200.1699	3.000	90	0
208.1670	3.000	90	none
216.1478	3.000	90	45
224.1286	3.000	45	90
232.1592	3.000	45	none
