onset	duration	lh_orientation	rh_orientation
0.1199	3.000	90	45
8.1672	3.000	none	45
16.1980	3.000	135	135
24.1287	3.000	45	45
32.1592	3.000	none	45
40.1899	3.000	135	0
48.2036	3.000	0	0
56.1844	3.000	0	none
64.2159	3.000	0	0
72.1290	3.000	45	90
80.1598	3.000	90	0
88.2071	3.000	none	0
96.1709	3.000	135	90
104.1518	3.000	135	90
112.1823	3.000	none	90
120.1796	3.000	90	135
128.1267	3.000	45	90
136.1907	3.000	45	none
144.1551	3.000	45	90
152.1854	3.000	135	135
160.2167	3.000	none	135
168.1970	3.000	90	135
176.1441	3.000	90	45
184.1747	3.000	none	45
192.1719	3.000	0	45
200.2026	3.000	0	0
208.2167	3.000	none	0
216.1474	3.000	45	45
224.2115	3.000	0	135
232.2085	3.000	0	none
