onset	duration	lh_orientation	rh_orientation
0.1626	3.000	0	45
8.2098	3.000	0	none
16.1738	3.000	90	0
24.1545	3.000	45	135
32.2017	3.000	none	135
40.1492	3.000	45	0
48.1633	3.000	90	135
56.1773	3.000	90	none
64.2077	3.000	135	0
72.1552	3.000	135	45
80.1859	3.000	135	none
88.1165	3.000	45	45
96.1969	3.000	0	135
104.1946	3.000	0	none
112.2082	3.000	0	135
120.1723	3.000	90	135
128.1531	3.000	135	90
136.1834	3.000	135	none
144.1809	3.000	135	45
152.1783	3.000	0	90
160.1922	3.000	none	90
168.1395	3.000	90	90
176.1701	3.000	135	90
184.1678	3.000	none	90
192.1315	3.000	45	45
200.1787	3.000	0	90
208.1759	3.000	none	90
216.1738	3.000	90	0
224.1541	3.000	45	0
232.2013	3.000	none	0
