onset	duration	lh_orientation	rh_orientation
0.1177	3.000	45	45
8.1653	3.000	45	none
16.1624	3.000	45	135
24.1933	3.000	0	0
32.1904	3.000	0	none
40.1545	3.000	135	45
48.1685	3.000	90	0
56.1657	3.000	135	90
64.1795	3.000	none	90
72.1771	3.000	90	0
80.1244	3.000	45	90
88.1552	3.000	45	none
96.2019	3.000	135	135
104.1495	3.000	90	0
112.2133	3.000	none	0
120.2108	3.000	0	0
128.1582	3.000	0	45
136.1723	3.000	none	45
144.1694	3.000	0	90
152.1833	3.000	0	135
160.2139	3.000	0	none
168.1448	3.000	90	45
176.1421	3.000	90	90
184.1729	3.000	90	none
192.1367	3.000	45	90
200.1673	3.000	45	135
208.2144	3.000	none	135
216.1619	3.000	135	45
224.1926	3.000	135	135
232.2061	3.000	135	none
