onset	duration	frameidx	videotime	audiotime	lasttrigger
0.050	0.053	1	0.040	0.000	0.000
0.103	0.013	2	0.080	0.000	0.000
0.116	0.017	3	0.120	0.000	0.000
0.133	0.067	4	0.160	0.000	0.000
0.200	0.050	5	0.200	0.000	0.000
0.250	0.021	6	0.240	0.000	0.000
0.271	0.046	7	0.280	0.000	0.000
0.316	0.036	8	0.320	0.000	0.000
0.353	0.034	9	0.360	0.000	0.000
0.387	0.034	10	0.400	0.000	0.000
0.421	0.029	11	0.440	0.000	0.000
0.450	0.054	12	0.480	0.000	0.000
0.504	0.029	13	0.520	0.000	0.000
0.533	0.054	14	0.560	0.000	0.000
0.587	0.032	15	0.600	0.000	0.000
0.619	0.030	16	0.640	0.000	0.000
0.649	0.053	17	0.680	0.000	0.000
0.703	0.030	18	0.720	0.000	0.000
0.733	0.053	19	0.760	0.000	0.000
0.786	0.034	20	0.800	0.979	0.000
0.820	0.029	21	0.840	1.012	0.000
0.849	0.053	22	0.880	1.045	0.000
0.903	0.030	23	0.920	1.095	0.000
0.933	0.054	24	0.960	1.129	0.000
0.986	0.034	25	1.000	1.179	0.000
1.020	0.029	26	1.040	1.212	0.000
1.050	0.053	27	1.080	1.245	0.000
1.103	0.030	28	1.120	1.344	0.000
1.133	0.053	29	1.160	1.377	0.000
1.186	0.034	30	1.200	1.427	0.000
1.220	0.029	31	1.240	1.460	0.000
1.249	0.054	32	1.280	1.493	0.000
1.303	0.030	33	1.320	1.544	0.000
1.333	0.067	34	1.360	1.577	0.000
1.399	0.034	35	1.400	1.627	0.000
1.433	0.016	36	1.440	1.650	0.000
1.449	0.067	37	1.480	1.663	0.000
1.516	0.036	38	1.520	1.712	0.000
1.552	0.034	39	1.560	1.762	0.000
1.586	0.033	40	1.600	1.796	0.000
1.619	0.030	41	1.640	1.829	0.000
1.649	0.054	42	1.680	1.863	0.000
1.704	0.029	43	1.720	1.913	0.000
1.733	0.055	44	1.760	1.913	0.000
1.787	0.034	45	1.800	1.962	0.000
1.821	0.028	46	1.840	1.996	0.000
1.849	0.053	47	1.880	2.029	0.000
1.902	0.030	48	1.920	2.079	0.000
1.932	0.054	49	1.960	2.112	0.000
1.987	0.046	50	2.000	2.163	2.000
2.032	0.036	51	2.040	2.150	2.000
2.069	0.034	52	2.080	2.198	2.000
2.103	0.030	53	2.120	2.232	2.000
2.132	0.054	54	2.160	2.266	2.000
2.186	0.033	55	2.200	2.315	2.000
2.220	0.029	56	2.240	2.349	2.000
2.249	0.053	57	2.280	2.382	2.000
2.302	0.030	58	2.320	2.432	2.000
2.332	0.053	59	2.360	2.513	2.000
2.385	0.047	60	2.400	2.563	2.000
2.432	0.037	61	2.440	2.597	2.000
2.469	0.034	62	2.480	2.646	2.000
2.503	0.030	63	2.520	2.680	2.000
2.532	0.055	64	2.560	2.714	2.000
2.587	0.045	65	2.600	2.763	2.000
2.632	0.036	66	2.640	2.797	2.000
2.668	0.034	67	2.680	2.798	2.000
2.702	0.030	68	2.720	2.832	2.000
2.732	0.053	69	2.760	2.865	2.000
2.786	0.033	70	2.800	2.915	2.000
2.819	0.030	71	2.840	2.949	2.000
2.849	0.053	72	2.880	2.982	2.000
