onset	duration	frameidx	videotime	audiotime	lasttrigger
0.054	0.063	1	0.040	0.000	0.000
0.116	0.017	2	0.080	0.000	0.000
0.133	0.020	3	0.120	0.000	0.000
0.153	0.034	4	0.160	0.000	0.000
0.188	0.029	5	0.200	0.000	0.000
0.216	0.087	6	0.240	0.000	0.000
0.303	0.013	7	0.280	0.000	0.000
0.317	0.016	8	0.320	0.000	0.000
0.333	0.054	9	0.360	0.000	0.000
0.387	0.029	10	0.400	0.000	0.000
0.416	0.067	11	0.440	0.000	0.000
0.483	0.033	12	0.480	0.000	0.000
0.516	0.017	13	0.520	0.948	0.000
0.533	0.053	14	0.560	0.959	0.000
0.586	0.030	15	0.600	1.010	0.000
0.616	0.053	16	0.640	1.043	0.000
0.669	0.033	17	0.680	1.093	0.000
0.703	0.030	18	0.720	1.126	0.000
0.733	0.067	19	0.760	1.160	0.000
0.800	0.036	20	0.800	1.209	0.000
0.836	0.034	21	0.840	1.028	0.000
0.869	0.033	22	0.880	1.061	0.000
0.903	0.030	23	0.920	1.095	0.000
0.933	0.053	24	0.960	1.128	0.000
0.986	0.030	25	1.000	1.178	0.000
1.016	0.053	26	1.040	1.211	0.000
1.069	0.034	27	1.080	1.261	0.000
1.104	0.029	28	1.120	1.295	0.000
1.133	0.055	29	1.160	1.296	0.000
1.188	0.028	30	1.200	1.346	0.000
1.216	0.054	31	1.240	1.379	0.000
1.270	0.033	32	1.280	1.429	0.000
1.304	0.029	33	1.320	1.463	0.000
1.333	0.053	34	1.360	1.496	0.000
1.386	0.030	35	1.400	1.546	0.000
1.416	0.067	36	1.440	1.579	0.000
1.483	0.021	37	1.480	1.697	0.000
1.504	0.029	38	1.520	1.710	0.000
1.533	0.053	39	1.560	1.744	0.000
1.586	0.030	40	1.600	1.794	0.000
1.616	0.053	41	1.640	1.828	0.000
1.669	0.033	42	1.680	1.877	0.000
1.703	0.030	43	1.720	1.911	0.000
1.733	0.053	44	1.760	1.944	0.000
1.786	0.030	45	1.800	1.962	0.000
1.816	0.053	46	1.840	1.995	0.000
1.869	0.033	47	1.880	2.045	0.000
1.902	0.030	48	1.920	2.078	0.000
1.932	0.055	49	1.960	2.112	0.000
1.987	0.028	50	2.000	2.162	2.000
2.016	0.055	51	2.040	2.195	2.000
2.071	0.032	52	2.080	2.158	2.000
2.103	0.029	53	2.120	2.191	2.000
2.132	0.053	54	2.160	2.224	2.000
2.186	0.030	55	2.200	2.275	2.000
2.216	0.053	56	2.240	2.308	2.000
2.268	0.034	57	2.280	2.358	2.000
2.302	0.030	58	2.320	2.391	2.000
2.332	0.054	59	2.360	2.424	2.000
2.386	0.029	60	2.400	2.522	2.000
2.416	0.053	61	2.440	2.556	2.000
2.469	0.034	62	2.480	2.606	2.000
2.502	0.030	63	2.520	2.639	2.000
2.532	0.053	64	2.560	2.672	2.000
2.585	0.030	65	2.600	2.722	2.000
2.615	0.053	66	2.640	2.756	2.000
2.669	0.033	67	2.680	2.806	2.000
2.702	0.030	68	2.720	2.791	2.000
2.732	0.054	69	2.760	2.824	2.000
2.786	0.029	70	2.800	2.874	2.000
2.815	0.067	71	2.840	2.908	2.000
2.882	0.050	72	2.880	2.957	2.000
2.932	0.020	73	2.920	3.024	2.000
2.953	0.046	74	2.960	3.041	2.000
2.999	0.038	75	3.000	3.074	2.000
3.036	0.033	76	3.040	3.203	2.000
3.069	0.033	77	3.080	3.237	2.000
3.102	0.030	78	3.120	3.270	2.000
3.132	0.053	79	3.160	3.304	2.000
3.185	0.030	80	3.200	3.353	2.000
3.215	0.055	81	3.240	3.387	2.000
3.270	0.033	82	3.280	3.436	2.000
3.303	0.029	83	3.320	3.470	2.000
3.332	0.053	84	3.360	3.471	2.000
3.385	0.030	85	3.400	3.521	2.000
3.415	0.053	86	3.440	3.555	2.000
3.468	0.047	87	3.480	3.604	2.000
3.515	0.036	88	3.520	3.638	2.000
3.551	0.034	89	3.560	3.688	2.000
3.585	0.030	90	3.600	3.721	2.000
3.615	0.053	91	3.640	3.803	2.000
3.668	0.033	92	3.680	3.852	2.000
3.702	0.030	93	3.720	3.886	2.000
3.732	0.053	94	3.760	3.919	2.000
3.785	0.030	95	3.800	3.969	2.000
3.815	0.053	96	3.840	4.002	2.000
3.868	0.047	97	3.880	4.052	2.000
3.915	0.036	98	3.920	4.086	2.000
3.951	0.034	99	3.960	4.103	2.000
3.985	0.030	100	4.000	4.137	3.999
4.015	0.055	101	4.040	4.171	3.999
4.070	0.032	102	4.080	4.220	3.999
4.102	0.030	103	4.120	4.254	3.999
4.132	0.053	104	4.160	4.287	3.999
4.185	0.030	105	4.200	4.337	3.999
4.215	0.053	106	4.240	4.370	3.999
4.268	0.034	107	4.280	4.333	3.999
4.302	0.029	108	4.320	4.366	3.999
4.332	0.053	109	4.360	4.400	3.999
4.385	0.030	110	4.400	4.450	3.999
4.415	0.054	111	4.440	4.483	3.999
4.469	0.033	112	4.480	4.533	3.999
4.502	0.030	113	4.520	4.567	3.999
4.532	0.067	114	4.560	4.600	3.999
4.598	0.017	115	4.600	4.718	3.999
4.615	0.053	116	4.640	4.731	3.999
4.668	0.046	117	4.680	4.781	3.999
4.715	0.036	118	4.720	4.815	3.999
4.751	0.034	119	4.760	4.864	3.999
4.785	0.030	120	4.800	4.898	3.999
4.815	0.067	121	4.840	4.931	3.999
4.881	0.033	122	4.880	4.933	3.999
4.915	0.017	123	4.920	4.986	3.999
4.931	0.053	124	4.960	5.000	3.999
4.985	0.030	125	5.000	5.050	3.999
5.015	0.053	126	5.040	5.083	3.999
5.068	0.034	127	5.080	5.133	3.999
5.102	0.029	128	5.120	5.166	3.999
5.131	0.053	129	5.160	5.200	3.999
5.185	0.030	130	5.200	5.297	3.999
5.215	0.053	131	5.240	5.331	3.999
5.268	0.033	132	5.280	5.381	3.999
5.301	0.030	133	5.320	5.414	3.999
5.331	0.053	134	5.360	5.447	3.999
5.384	0.030	135	5.400	5.498	3.999
5.415	0.053	136	5.440	5.531	3.999
5.468	0.034	137	5.480	5.581	3.999
5.502	0.030	138	5.520	5.613	3.999
5.531	0.054	139	5.560	5.647	3.999
5.586	0.029	140	5.600	5.696	3.999
5.615	0.053	141	5.640	5.730	3.999
5.668	0.033	142	5.680	5.780	3.999
5.701	0.030	143	5.720	5.813	3.999
5.731	0.053	144	5.760	5.846	3.999
5.785	0.030	145	5.800	5.896	3.999
5.814	0.053	146	5.840	6.058	3.999
5.867	0.034	147	5.880	6.107	3.999
5.901	0.030	148	5.920	6.141	3.999
5.931	0.053	149	5.960	6.174	3.999
5.984	0.030	150	6.000	6.224	5.998
6.014	0.054	151	6.040	6.258	5.998
6.068	0.033	152	6.080	6.307	5.998
6.101	0.030	153	6.120	6.341	5.998
6.131	0.053	154	6.160	6.262	5.998
6.184	0.030	155	6.200	6.312	5.998
6.214	0.053	156	6.240	6.345	5.998
6.267	0.033	157	6.280	6.395	5.998
6.301	0.030	158	6.320	6.428	5.998
6.331	0.054	159	6.360	6.462	5.998
6.385	0.030	160	6.400	6.512	5.998
6.414	0.054	161	6.440	6.545	5.998
6.468	0.033	162	6.480	6.723	5.998
6.501	0.030	163	6.520	6.757	5.998
6.531	0.053	164	6.560	6.790	5.998
6.584	0.030	165	6.600	6.840	5.998
6.614	0.053	166	6.640	6.873	5.998
6.667	0.034	167	6.680	6.923	5.998
6.701	0.030	168	6.720	6.957	5.998
6.731	0.053	169	6.760	6.990	5.998
6.784	0.030	170	6.800	6.873	5.998
6.814	0.053	171	6.840	6.906	5.998
6.868	0.033	172	6.880	6.956	5.998
6.901	0.030	173	6.920	6.990	5.998
6.931	0.053	174	6.960	7.023	5.998
6.984	0.030	175	7.000	7.073	5.998
7.014	0.053	176	7.040	7.106	5.998
7.067	0.034	177	7.080	7.204	5.998
7.101	0.029	178	7.120	7.238	5.998
7.131	0.054	179	7.160	7.271	5.998
7.184	0.030	180	7.200	7.321	5.998
7.214	0.054	181	7.240	7.354	5.998
7.268	0.032	182	7.280	7.404	5.998
7.301	0.030	183	7.320	7.438	5.998
7.331	0.054	184	7.360	7.471	5.998
7.385	0.029	185	7.400	7.473	5.998
7.414	0.054	186	7.440	7.506	5.998
7.468	0.034	187	7.480	7.556	5.998
7.502	0.029	188	7.520	7.590	5.998
7.530	0.055	189	7.560	7.623	5.998
7.585	0.029	190	7.600	7.673	5.998
7.614	0.067	191	7.640	7.706	5.998
7.681	0.033	192	7.680	7.756	5.998
7.714	0.016	193	7.720	7.808	5.998
7.730	0.054	194	7.760	7.822	5.998
7.784	0.029	195	7.800	7.872	5.998
7.814	0.053	196	7.840	7.905	5.998
7.867	0.034	197	7.880	7.955	5.998
7.901	0.029	198	7.920	7.988	5.998
7.930	0.055	199	7.960	8.022	5.998
7.986	0.028	200	8.000	8.072	7.998
8.014	0.054	201	8.040	8.234	7.998
8.068	0.033	202	8.080	8.283	7.998
8.101	0.029	203	8.120	8.316	7.998
8.130	0.053	204	8.160	8.350	7.998
8.184	0.030	205	8.200	8.400	7.998
8.214	0.054	206	8.240	8.433	7.998
8.267	0.046	207	8.280	8.483	7.998
8.314	0.036	208	8.320	8.405	7.998
8.350	0.035	209	8.360	8.454	7.998
8.385	0.029	210	8.400	8.488	7.998
8.413	0.054	211	8.440	8.521	7.998
8.468	0.033	212	8.480	8.571	7.998
8.501	0.029	213	8.520	8.604	7.998
8.530	0.053	214	8.560	8.638	7.998
8.583	0.030	215	8.600	8.688	7.998
8.613	0.053	216	8.640	8.849	7.998
8.667	0.033	217	8.680	8.899	7.998
8.700	0.030	218	8.720	8.932	7.998
8.730	0.053	219	8.760	8.965	7.998
8.783	0.030	220	8.800	9.015	7.998
8.813	0.067	221	8.840	9.049	7.998
