onset	duration	lh_orientation	rh_orientation
0.1580	3.000	0	45
8.1553	3.000	0	none
16.1190	3.000	90	45
24.1664	3.000	135	0
32.1636	3.000	none	0
40.1110	3.000	90	90
48.1250	3.000	45	0
56.1225	3.000	45	none
64.1529	3.000	0	90
72.1669	3.000	0	0
80.1644	3.000	0	none
88.1115	3.000	90	90
96.1254	3.000	90	135
104.1229	3.000	135	45
112.1534	3.000	none	45
120.1508	3.000	90	135
128.1650	3.000	135	135
136.1620	3.000	135	none
144.1095	3.000	45	90
152.0903	3.000	45	45
160.1540	3.000	none	45
168.1516	3.000	45	0
176.1818	3.000	135	0
184.1625	3.000	135	none
192.1763	3.000	0	135
200.1404	3.000	0	90
208.1711	3.000	0	none
216.1019	3.000	45	45
224.1657	3.000	135	135
232.1634	3.000	135	none
