onset	duration	frameidx	videotime	audiotime
0.085	0.032	1	0.040	21.430
0.117	0.025	3	0.120	21.479
0.142	0.150	4	0.160	21.496
0.292	0.033	5	0.200	0.149
0.325	0.050	6	0.240	0.182
0.375	0.033	7	0.280	0.232
0.408	0.033	8	0.320	0.266
0.442	0.050	9	0.360	0.299
0.492	0.033	10	0.400	0.349
0.525	0.050	11	0.440	0.382
0.575	0.033	12	0.480	0.432
0.608	0.033	13	0.520	0.466
0.642	0.050	14	0.560	0.499
0.692	0.033	15	0.600	0.549
0.725	0.050	16	0.640	0.582
0.775	0.033	17	0.680	0.990
0.808	0.033	18	0.720	1.023
0.842	0.050	19	0.760	1.056
0.892	0.033	20	0.800	1.106
0.925	0.050	21	0.840	1.140
0.975	0.034	22	0.880	1.190
1.009	0.033	23	0.920	1.223
1.042	0.050	24	0.960	1.256
1.092	0.033	25	1.000	1.274
1.125	0.050	26	1.040	1.308
1.175	0.042	27	1.080	1.358
1.217	0.042	28	1.120	1.391
1.258	0.050	29	1.160	1.433
1.308	0.050	30	1.200	1.483
1.358	0.025	31	1.240	1.533
1.383	0.050	32	1.280	1.646
1.433	0.050	33	1.320	1.696
1.483	0.025	34	1.360	1.746
1.508	0.050	35	1.400	1.771
1.558	0.025	36	1.440	1.821
1.584	0.050	37	1.480	1.846
1.634	0.050	38	1.520	1.896
1.684	0.025	39	1.560	1.946
1.709	0.050	40	1.600	1.852
1.759	0.025	41	1.640	1.902
1.784	0.050	42	1.680	1.927
1.834	0.050	43	1.720	1.977
1.884	0.025	44	1.760	2.027
1.909	0.050	45	1.800	2.052
1.959	0.025	46	1.840	2.102
1.984	0.050	47	1.880	2.127
2.034	0.050	48	1.920	2.177
2.084	0.025	49	1.960	2.227
2.109	0.050	50	2.000	2.252
2.159	0.025	51	2.040	2.302
2.184	0.050	52	2.080	2.327
2.234	0.050	53	2.120	2.377
2.284	0.025	54	2.160	2.427
2.309	0.050	55	2.200	2.452
2.359	0.025	56	2.240	2.525
2.384	0.050	57	2.280	2.550
2.434	0.050	58	2.320	2.600
2.484	0.025	59	2.360	2.650
2.509	0.050	60	2.400	2.675
2.559	0.025	61	2.440	2.725
2.584	0.050	62	2.480	2.750
2.634	0.050	63	2.520	2.808
2.684	0.025	64	2.560	2.858
2.709	0.050	65	2.600	2.883
2.759	0.025	66	2.640	2.933
2.784	0.050	67	2.680	2.958
2.834	0.050	68	2.720	3.008
2.884	0.025	69	2.760	3.058
2.909	0.050	70	2.800	3.083
2.959	0.025	71	2.840	3.181
2.984	0.050	72	2.880	3.206
3.034	0.050	73	2.920	3.256
3.084	0.025	74	2.960	3.306
3.109	0.050	75	3.000	3.331
3.159	0.025	76	3.040	3.381
3.184	0.050	77	3.080	3.406
3.234	0.050	78	3.120	3.456
3.284	0.025	79	3.160	3.427
3.309	0.050	80	3.200	3.452
3.359	0.025	81	3.240	3.502
3.384	0.050	82	3.280	3.527
3.434	0.050	83	3.320	3.577
3.484	0.025	84	3.360	3.627
3.509	0.050	85	3.400	3.652
3.559	0.025	86	3.440	3.702
3.584	0.050	87	3.480	3.727
3.634	0.050	88	3.520	3.777
3.684	0.025	89	3.560	3.827
3.709	0.050	90	3.600	3.852
3.759	0.025	91	3.640	3.902
3.784	0.050	92	3.680	3.927
3.834	0.050	93	3.720	3.977
3.884	0.025	94	3.760	4.130
3.909	0.050	95	3.800	4.155
