onset	duration	lh_orientation	rh_orientation
0.1826	3.000	45	0
8.2792	3.000	none	0
16.1438	3.000	90	90
24.1583	3.000	0	90
32.2549	3.000	0	none
40.2192	3.000	135	0
48.1166	3.000	45	45
56.2144	3.000	45	none
64.1613	3.000	90	0
72.1923	3.000	0	135
80.2387	3.000	0	none
88.1695	3.000	90	135
96.1504	3.000	0	90
104.1640	3.000	135	0
112.2620	3.000	135	none
120.1259	3.000	90	45
128.1394	3.000	45	0
136.2041	3.000	45	none
144.1841	3.000	135	135
152.1320	3.000	45	45
160.2285	3.000	45	none
168.1758	3.000	135	90
176.1237	3.000	90	45
184.2037	3.000	90	none
192.1515	3.000	135	45
200.1326	3.000	0	90
208.2788	3.000	0	none
216.1437	3.000	45	135
224.1909	3.000	0	135
232.2543	3.000	none	135
