onset	duration	lh_orientation	rh_orientation
0.1620	3.000	45	135
8.2592	3.000	none	135
16.1897	3.000	135	0
24.1712	3.000	0	90
32.2675	3.000	0	none
40.1319	3.000	45	45
48.1797	3.000	45	0
56.2596	3.000	none	0
64.1740	3.000	0	90
72.1548	3.000	90	0
80.2514	3.000	none	0
88.1658	3.000	90	135
96.1463	3.000	45	0
104.2270	3.000	45	none
112.1578	3.000	45	90
120.1389	3.000	90	45
128.2368	3.000	none	45
136.1497	3.000	0	45
144.1976	3.000	135	0
152.2458	3.000	135	none
160.1929	3.000	135	135
168.1390	3.000	90	45
176.2193	3.000	none	45
184.1669	3.000	135	90
192.1642	3.000	90	135
200.2613	3.000	none	135
208.1586	3.000	0	45
216.1567	3.000	135	90
224.1707	3.000	0	135
232.2507	3.000	0	none
