onset	duration	lh_orientation	rh_orientation
0.1237	3.000	45	90
8.2046	3.000	45	none
16.1682	3.000	135	135
24.1486	3.000	90	135
32.2624	3.000	none	135
40.1765	3.000	90	0
48.1405	3.000	135	45
56.2207	3.000	none	45
64.1686	3.000	90	135
72.1498	3.000	135	45
80.2460	3.000	none	45
88.2104	3.000	0	0
96.1251	3.000	45	90
104.2215	3.000	45	none
112.1691	3.000	90	135
120.1168	3.000	45	45
128.2309	3.000	45	none
136.1447	3.000	45	90
144.1251	3.000	90	90
152.2386	3.000	none	90
160.1698	3.000	0	45
168.1842	3.000	0	135
176.2649	3.000	0	none
184.1782	3.000	135	0
192.1591	3.000	135	90
200.1069	3.000	45	45
208.2201	3.000	45	none
216.2017	3.000	0	0
224.1984	3.000	0	0
232.2456	3.000	0	none
