onset	duration	lh_orientation	rh_orientation
0.1731	3.000	0	90
8.2535	3.000	0	none
16.2009	3.000	135	135
24.1317	3.000	45	90
32.2284	3.000	none	90
40.1595	3.000	45	0
48.1909	3.000	0	0
56.2538	3.000	none	0
64.1517	3.000	45	0
72.1829	3.000	0	0
80.2791	3.000	none	0
88.1934	3.000	135	135
96.1413	3.000	90	45
104.2215	3.000	90	none
112.1686	3.000	0	45
120.1496	3.000	135	90
128.2632	3.000	135	none
136.1273	3.000	90	90
144.1413	3.000	45	135
152.2219	3.000	45	none
160.1527	3.000	135	90
168.1505	3.000	135	45
176.2469	3.000	none	45
184.1610	3.000	90	135
192.1591	3.000	45	0
200.2554	3.000	none	0
208.1199	3.000	90	45
216.1510	3.000	0	45
224.1485	3.000	90	135
232.2784	3.000	none	135
