onset	duration	lh_orientation	rh_orientation
0.1868	3.000	0	0
8.2338	3.000	0	none
16.1823	3.000	0	135
24.1454	3.000	135	90
32.2424	3.000	none	90
40.2072	3.000	0	0
48.1214	3.000	45	90
56.2352	3.000	none	90
64.1830	3.000	135	135
72.1632	3.000	90	0
80.2762	3.000	none	0
88.1236	3.000	90	45
96.1551	3.000	45	135
104.2515	3.000	none	135
112.1493	3.000	135	45
120.1969	3.000	0	135
128.1440	3.000	135	45
136.2242	3.000	none	45
144.1563	3.000	135	45
152.1193	3.000	45	90
160.2331	3.000	45	none
168.1805	3.000	90	0
176.1448	3.000	90	45
184.2245	3.000	90	none
192.1390	3.000	45	90
200.1696	3.000	90	135
208.2666	3.000	none	135
216.1475	3.000	45	90
224.2117	3.000	0	0
232.2752	3.000	0	none
