onset	duration	lh_orientation	rh_orientation
0.1329	3.000	45	45
8.2299	3.000	none	45
16.1442	3.000	90	90
24.1254	3.000	90	90
32.2384	3.000	none	90
40.1704	3.000	135	90
48.1173	3.000	45	45
56.2304	3.000	none	45
64.1615	3.000	0	45
72.1928	3.000	135	135
80.2569	3.000	135	none
88.1533	3.000	45	0
96.1177	3.000	45	90
104.2310	3.000	none	90
112.1459	3.000	90	90
120.1598	3.000	90	0
128.2237	3.000	90	none
136.1374	3.000	135	45
144.1520	3.000	45	135
152.2653	3.000	none	135
160.1959	3.000	0	0
168.1940	3.000	135	135
176.2735	3.000	none	135
184.1542	3.000	0	45
192.1859	3.000	0	0
200.1664	3.000	0	135
208.2794	3.000	none	135
216.1936	3.000	135	135
224.2078	3.000	90	0
232.2547	3.000	90	none
