onset	duration	lh_orientation	rh_orientation
0.1497	3.000	45	45
8.1640	3.000	45	none
16.1780	3.000	90	135
24.1920	3.000	135	0
32.2061	3.000	none	0
40.1531	3.000	45	0
48.1506	3.000	90	135
56.2142	3.000	none	135
64.1951	3.000	0	0
72.1591	3.000	90	135
80.1730	3.000	90	none
88.1703	3.000	135	90
96.1177	3.000	90	45
104.1815	3.000	none	45
112.1788	3.000	45	0
120.1761	3.000	0	90
128.1902	3.000	0	none
136.1208	3.000	45	45
144.1848	3.000	0	0
152.1987	3.000	none	0
160.1794	3.000	135	90
168.1767	3.000	0	90
176.1740	3.000	none	90
184.1881	3.000	135	135
192.1519	3.000	0	45
200.1992	3.000	0	none
208.1636	3.000	45	135
216.1606	3.000	135	45
224.1911	3.000	135	none
232.1385	3.000	90	90
