onset	duration	lh_orientation	rh_orientation
0.5921	3.000	90	90
8.1897	3.000	none	90
16.2870	3.000	45	0
24.2009	3.000	45	45
32.1984	3.000	none	45
40.1792	3.000	90	135
48.1930	3.000	90	135
56.1905	3.000	90	none
64.2541	3.000	0	45
72.1848	3.000	0	90
80.1487	3.000	90	90
88.1963	3.000	none	90
96.2269	3.000	0	135
104.2242	3.000	0	0
112.2222	3.000	none	0
120.1855	3.000	135	45
128.1828	3.000	0	45
136.2301	3.000	0	none
144.2274	3.000	135	0
152.2081	3.000	135	0
160.2218	3.000	135	none
168.1861	3.000	135	45
176.1499	3.000	45	90
184.2139	3.000	none	90
192.1780	3.000	45	90
200.1921	3.000	90	135
208.2223	3.000	none	135
216.1867	3.000	45	135
224.2170	3.000	135	0
232.2312	3.000	135	none
